Time,Date,Collection,Latitude,Longitude,Unit,Operator,Technology,Data Technology,Data Technology Summary,Host,Protocol,Number Sub Tests,Bytes Transferred,IP Throughput,IP Sustainable Throughput,Duration,Sustainable Duration,Ramp-up Duration,Round Trip Time,Sustainable Bytes Transferred,IP Sustainable Throughput Points,Test Type,Direction,Test Status
2025-02-24 21:51:00.808,2025-02-24,Day1-ATT-NH-IN,36.19636800,-94.18408900,QualiPoc_083101,AT&T,LTE,LTE CA,LTE/LTE CA,httpbin.org,HTTPS,10,19849216,9562.744,8705.183,10.991,9.267,1350.000,156,10083866,162.197,Capacity,Uplink,Completed
2025-02-24 21:51:26.218,2025-02-24,Day1-ATT-NH-IN,36.19638700,-94.18441500,QualiPoc_083101,AT&T,LTE,LTE,LTE/LTE CA,github.com,HTTPS,10,69898592,36.821,63432.193,9.928,8.800,817.000,143,69775412,223.487,Capacity,Downlink,Completed
2025-02-24 21:51:26.218,2025-02-24,Day1-ATT-NH-IN,36.19638700,-94.18441500,QualiPoc_083101,AT&T,LTE,LTE CA,LTE/LTE CA,github.com,HTTPS,10,69898592,36.821,63432.193,9.928,8.800,817.000,143,69775412,223.487,Capacity,Downlink,Completed
2025-02-24 21:51:42.400,2025-02-24,Day1-ATT-NH-IN,36.19627900,-94.18445000,QualiPoc_083101,AT&T,LTE,LTE,LTE,httpbin.org,HTTPS,10,39219200,23731.400,23953.609,10.870,9.171,1343.000,150,27459818,288.244,Capacity,Uplink,Completed
2025-02-24 21:52:07.664,2025-02-24,Day1-ATT-NH-IN,36.19618800,-94.18432000,QualiPoc_083101,AT&T,LTE,LTE,LTE/LTE CA,github.com,HTTPS,10,37364493,36.836,34801.084,9.720,7.727,1545.000,174,33613497,144.450,Capacity,Downlink,Completed
2025-02-24 21:52:07.664,2025-02-24,Day1-ATT-NH-IN,36.19618800,-94.18432000,QualiPoc_083101,AT&T,LTE,LTE CA,LTE/LTE CA,github.com,HTTPS,10,37364493,36.836,34801.084,9.720,7.727,1545.000,174,33613497,144.450,Capacity,Downlink,Completed
2025-02-24 21:52:13.917,2025-02-24,Day1-ATT-NH-IN,36.19616500,-94.18423800,QualiPoc_083101,AT&T,LTE,LTE,LTE,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 21:52:39.231,2025-02-24,Day1-ATT-NH-IN,36.19619200,-94.18393300,QualiPoc_083101,AT&T,LTE,LTE,LTE/LTE CA,github.com,HTTPS,10,85391197,36.582,78910.410,9.845,8.635,884.000,151,85173924,257.959,Capacity,Downlink,Completed
2025-02-24 21:52:39.231,2025-02-24,Day1-ATT-NH-IN,36.19619200,-94.18393300,QualiPoc_083101,AT&T,LTE,LTE CA,LTE/LTE CA,github.com,HTTPS,10,85391197,36.582,78910.410,9.845,8.635,884.000,151,85173924,257.959,Capacity,Downlink,Completed
2025-02-24 21:52:55.500,2025-02-24,Day1-ATT-NH-IN,36.19616700,-94.18374800,QualiPoc_083101,AT&T,LTE,LTE CA,LTE CA,httpbin.org,HTTPS,10,36450304,21650.346,22161.722,10.956,9.253,1342.000,155,25632802,277.379,Capacity,Uplink,Completed
2025-02-24 21:53:13.241,2025-02-24,Day1-ATT-NH-IN,36.19612300,-94.18357500,QualiPoc_083101,AT&T,LTE,LTE,LTE,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 21:53:29.131,2025-02-24,Day1-ATT-NH-IN,36.19617600,-94.18338500,QualiPoc_083101,AT&T,LTE,LTE,LTE/LTE CA,httpbin.org,HTTPS,10,36642816,22616.057,23916.550,10.729,9.178,1196.000,135,27438262,288.026,Capacity,Uplink,Completed
2025-02-24 21:53:29.131,2025-02-24,Day1-ATT-NH-IN,36.19617600,-94.18338500,QualiPoc_083101,AT&T,LTE,LTE CA,LTE/LTE CA,httpbin.org,HTTPS,10,36642816,22616.057,23916.550,10.729,9.178,1196.000,135,27438262,288.026,Capacity,Uplink,Completed
2025-02-24 22:40:09.373,2025-02-24,Day1-WIFI-IN,36.19574400,-94.18443400,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,69986533,36.836,57473.426,9.910,8.585,1179.000,48,61676170,208.897,Capacity,Downlink,Completed
2025-02-24 22:40:25.061,2025-02-24,Day1-WIFI-IN,36.19592500,-94.18442100,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,77721600,49524.828,53673.516,10.446,9.180,1124.000,74,61590360,409.144,Capacity,Uplink,Completed
2025-02-24 22:40:50.033,2025-02-24,Day1-WIFI-IN,36.19607100,-94.18438100,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,24411785,36.818,20635.977,9.927,8.522,1297.000,48,21982474,94.225,Capacity,Downlink,Completed
2025-02-24 22:41:05.732,2025-02-24,Day1-WIFI-IN,36.19625000,-94.18437300,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,69435392,34840.549,35966.789,10.532,9.149,1120.000,141,41132519,347.499,Capacity,Uplink,Completed
2025-02-24 22:41:31.799,2025-02-24,Day1-WIFI-IN,36.19638200,-94.18443600,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,18343369,36.800,15347.165,9.809,9.641,75.000,47,18495252,72.677,Capacity,Downlink,Completed
2025-02-24 22:41:47.609,2025-02-24,Day1-WIFI-IN,36.19638500,-94.18451000,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,87261184,49979.464,51992.683,10.507,10.149,96.000,105,65959218,404.147,Capacity,Uplink,Completed
2025-02-24 22:42:12.637,2025-02-24,Day1-WIFI-IN,36.19632600,-94.18478300,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,17923751,36.820,15036.663,9.982,9.633,255.000,46,18106022,71.354,Capacity,Downlink,Completed
2025-02-24 22:42:28.496,2025-02-24,Day1-WIFI-IN,36.19619500,-94.18479500,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,93511680,55722.000,57039.480,10.613,9.293,1110.000,101,66258486,418.739,Capacity,Uplink,Completed
2025-02-24 22:42:53.672,2025-02-24,Day1-WIFI-IN,36.19609400,-94.18480700,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,34614263,36.834,29869.016,9.688,7.662,1745.000,89,28607050,128.039,Capacity,Downlink,Completed
2025-02-24 22:42:59.934,2025-02-24,Day1-WIFI-IN,36.19598000,-94.18475700,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 22:43:24.956,2025-02-24,Day1-WIFI-IN,36.19579400,-94.18442600,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,42266432,36.837,38315.027,9.928,8.044,1226.000,46,38525760,155.543,Capacity,Downlink,Completed
2025-02-24 22:43:40.732,2025-02-24,Day1-WIFI-IN,36.19580500,-94.18440600,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,72634368,38097.019,38649.706,10.533,10.183,104.000,140,49196244,358.364,Capacity,Uplink,Completed
2025-02-24 22:44:05.671,2025-02-24,Day1-WIFI-IN,36.19586100,-94.18403400,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,5108546,36.815,4397.581,9.876,9.546,224.000,80,5247413,21.446,Capacity,Downlink,Completed
2025-02-24 22:44:21.714,2025-02-24,Day1-WIFI-IN,36.19589600,-94.18376600,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,74375168,38348.282,38146.781,10.716,10.456,16.000,107,49857843,356.378,Capacity,Uplink,Completed
2025-02-24 22:44:47.665,2025-02-24,Day1-WIFI-IN,36.19589800,-94.18331600,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,24541931,36.818,20647.914,9.904,9.561,239.000,49,24676838,94.272,Capacity,Downlink,Completed
2025-02-24 22:45:03.530,2025-02-24,Day1-WIFI-IN,36.19598300,-94.18336500,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,78962688,42911.302,43999.817,10.641,9.270,1123.000,110,50984788,378.192,Capacity,Uplink,Completed
2025-02-24 22:45:28.352,2025-02-24,Day1-WIFI-IN,36.19620500,-94.18335600,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,20062426,36.783,20200.473,9.700,7.374,2232.000,45,18619786,92.517,Capacity,Downlink,Completed
2025-02-24 22:45:44.387,2025-02-24,Day1-WIFI-IN,36.19639300,-94.18330400,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,93937664,53711.659,58895.275,10.806,8.173,2141.000,169,60168885,423.811,Capacity,Uplink,Completed
2025-02-24 22:46:09.550,2025-02-24,Day1-WIFI-IN,36.19637900,-94.18345200,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,17288521,36.801,14908.234,9.695,8.731,731.000,60,16270474,70.806,Capacity,Downlink,Completed
2025-02-24 22:46:25.611,2025-02-24,Day1-WIFI-IN,36.19634100,-94.18364300,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,87019520,46198.835,48950.454,10.817,9.159,1208.000,178,56042151,394.719,Capacity,Uplink,Completed
2025-02-24 22:46:50.932,2025-02-24,Day1-WIFI-IN,36.19637600,-94.18390700,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,14627819,36.803,12137.798,9.874,9.746,26.000,50,14786872,58.675,Capacity,Downlink,Completed
2025-02-24 22:47:06.608,2025-02-24,Day1-WIFI-IN,36.19636800,-94.18398800,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,93290496,56203.197,57319.851,10.523,10.199,75.000,117,73075645,419.515,Capacity,Uplink,Completed
2025-02-24 22:47:31.669,2025-02-24,Day1-WIFI-IN,36.19637000,-94.18416500,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,20757372,36.802,17593.754,9.875,9.535,239.000,48,20969556,82.049,Capacity,Downlink,Completed
2025-02-24 22:47:47.477,2025-02-24,Day1-WIFI-IN,36.19638500,-94.18432200,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,57987072,27955.491,28769.408,10.474,10.151,103.000,124,36504783,314.469,Capacity,Uplink,Completed
2025-02-24 22:48:13.363,2025-02-24,Day1-WIFI-IN,36.19635500,-94.18448000,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,16855766,36.838,14185.777,9.882,9.603,166.000,72,17028252,67.696,Capacity,Downlink,Completed
2025-02-24 22:48:29.284,2025-02-24,Day1-WIFI-IN,36.19625800,-94.18448100,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,84566016,44562.663,52143.424,10.569,7.265,3121.000,79,47352747,404.601,Capacity,Uplink,Completed
2025-02-24 22:48:54.325,2025-02-24,Day1-WIFI-IN,36.19614000,-94.18434500,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,22983514,36.795,21840.730,9.851,7.472,2201.000,124,20399242,98.894,Capacity,Downlink,Completed
2025-02-24 22:49:10.618,2025-02-24,Day1-WIFI-IN,36.19611200,-94.18420700,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,78913536,41638.146,43981.715,10.918,8.490,2144.000,176,46675595,378.129,Capacity,Uplink,Completed
2025-02-24 22:49:35.823,2025-02-24,Day1-WIFI-IN,36.19612700,-94.18404000,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,12633144,36.838,10145.321,9.811,8.684,1030.000,69,11012746,49.588,Capacity,Downlink,Completed
2025-02-24 22:49:42.086,2025-02-24,Day1-WIFI-IN,36.19615000,-94.18396500,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 22:50:06.967,2025-02-24,Day1-WIFI-IN,36.19612600,-94.18368200,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,12323677,36.838,10504.736,9.847,9.517,242.000,47,12496696,51.251,Capacity,Downlink,Completed
2025-02-24 22:50:22.999,2025-02-24,Day1-WIFI-IN,36.19611400,-94.18344300,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,httpbin.org,HTTPS,10,91172864,53129.853,53586.288,10.517,10.148,103.000,111,67974206,408.888,Capacity,Uplink,Completed
2025-02-24 22:50:39.875,2025-02-24,Day1-WIFI-IN,36.19609500,-94.18328600,QualiPoc_083101,"315/10   ",No service,WiFi,WiFi,github.com,HTTPS,10,1130496,,,0.736,,,,,,Capacity,Downlink,System Release
2025-02-24 23:02:42.784,2025-02-24,Day1-WIFI-OUT,36.19503400,-94.18461100,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:02:51.954,2025-02-24,Day1-WIFI-OUT,36.19504200,-94.18464300,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:03:01.330,2025-02-24,Day1-WIFI-OUT,36.19522100,-94.18471300,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:03:10.495,2025-02-24,Day1-WIFI-OUT,36.19541400,-94.18470100,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:03:18.623,2025-02-24,Day1-WIFI-OUT,36.19553000,-94.18470500,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:03:34.575,2025-02-24,Day1-WIFI-OUT,36.19557600,-94.18455300,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,41791488,21435.291,22413.513,10.683,8.180,2246.000,161,22917817,278.947,Capacity,Uplink,Completed
2025-02-24 23:03:59.741,2025-02-24,Day1-WIFI-OUT,36.19555600,-94.18410300,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,60633711,36.838,52387.295,9.891,7.629,2115.000,47,49957834,195.763,Capacity,Downlink,Completed
2025-02-24 23:04:15.515,2025-02-24,Day1-WIFI-OUT,36.19555800,-94.18377700,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,92979200,53116.070,53073.226,10.490,10.161,97.000,118,67409631,407.376,Capacity,Uplink,Completed
2025-02-24 23:04:40.712,2025-02-24,Day1-WIFI-OUT,36.19554900,-94.18323700,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,5777788,36.819,5426.228,9.750,8.050,1005.000,58,5460142,26.711,Capacity,Downlink,Completed
2025-02-24 23:04:56.709,2025-02-24,Day1-WIFI-OUT,36.19557500,-94.18292400,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,70864896,35965.012,39898.970,10.840,8.161,2148.000,195,40701937,363.201,Capacity,Uplink,Completed
2025-02-24 23:05:21.646,2025-02-24,Day1-WIFI-OUT,36.19568400,-94.18288100,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,29222383,36.827,23280.338,9.863,8.462,1278.000,58,24624778,104.366,Capacity,Downlink,Completed
2025-02-24 23:05:37.475,2025-02-24,Day1-WIFI-OUT,36.19555200,-94.18302700,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,62078976,29465.787,32390.641,10.576,9.151,1164.000,178,37050844,331.871,Capacity,Uplink,Completed
2025-02-24 23:06:02.826,2025-02-24,Day1-WIFI-OUT,36.19556000,-94.18355200,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,10630648,36.803,8820.535,9.752,8.634,942.000,73,9519562,43.366,Capacity,Downlink,Completed
2025-02-24 23:06:19.261,2025-02-24,Day1-WIFI-OUT,36.19556500,-94.18394000,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,85622784,46834.341,46406.437,11.104,10.501,224.000,178,60914249,386.423,Capacity,Uplink,Completed
2025-02-24 23:06:44.125,2025-02-24,Day1-WIFI-OUT,36.19557000,-94.18449300,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,5413804,36.838,4656.160,9.886,9.535,254.000,46,5549561,22.779,Capacity,Downlink,Completed
2025-02-24 23:06:50.387,2025-02-24,Day1-WIFI-OUT,36.19557400,-94.18462600,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:07:16.399,2025-02-24,Day1-WIFI-OUT,36.19552800,-94.18507900,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,6214363,36.838,5424.375,9.896,9.389,373.000,59,6366182,26.701,Capacity,Downlink,Completed
2025-02-24 23:07:32.585,2025-02-24,Day1-WIFI-OUT,36.19528100,-94.18509200,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,56995840,25908.573,25815.803,10.626,10.362,81.000,76,33437919,298.859,Capacity,Uplink,Completed
2025-02-24 23:07:58.712,2025-02-24,Day1-WIFI-OUT,36.19492300,-94.18509700,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,5899179,36.813,7855.310,9.666,6.028,1918.000,60,5918976,38.737,Capacity,Downlink,Completed
2025-02-24 23:08:05.064,2025-02-24,Day1-WIFI-OUT,36.19484700,-94.18510400,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:08:21.822,2025-02-24,Day1-WIFI-OUT,36.19461100,-94.18512100,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:08:28.884,2025-02-24,Day1-WIFI-OUT,36.19452600,-94.18511200,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:08:35.268,2025-02-24,Day1-WIFI-OUT,36.19448200,-94.18494200,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:08:41.423,2025-02-24,Day1-WIFI-OUT,36.19447600,-94.18480900,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:08:47.772,2025-02-24,Day1-WIFI-OUT,36.19447300,-94.18467800,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:08:53.901,2025-02-24,Day1-WIFI-OUT,36.19446800,-94.18454100,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:09:00.295,2025-02-24,Day1-WIFI-OUT,36.19446900,-94.18438600,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:09:06.449,2025-02-24,Day1-WIFI-OUT,36.19447400,-94.18424600,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:09:12.872,2025-02-24,Day1-WIFI-OUT,36.19455400,-94.18416000,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:09:19.045,2025-02-24,Day1-WIFI-OUT,36.19466600,-94.18415700,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:09:25.434,2025-02-24,Day1-WIFI-OUT,36.19480100,-94.18415000,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:09:31.621,2025-02-24,Day1-WIFI-OUT,36.19491400,-94.18414700,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:09:38.083,2025-02-24,Day1-WIFI-OUT,36.19504600,-94.18414300,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:09:44.319,2025-02-24,Day1-WIFI-OUT,36.19516300,-94.18413500,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:09:50.746,2025-02-24,Day1-WIFI-OUT,36.19527700,-94.18413600,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:09:56.915,2025-02-24,Day1-WIFI-OUT,36.19538800,-94.18414300,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:10:03.347,2025-02-24,Day1-WIFI-OUT,36.19548200,-94.18415500,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:10:09.497,2025-02-24,Day1-WIFI-OUT,36.19554600,-94.18414100,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:10:15.975,2025-02-24,Day1-WIFI-OUT,36.19557300,-94.18401900,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:10:22.131,2025-02-24,Day1-WIFI-OUT,36.19556500,-94.18387500,QualiPoc_083101,AT&T,,,,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:10:28.599,2025-02-24,Day1-WIFI-OUT,36.19555900,-94.18376400,QualiPoc_083101,AT&T,,,,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:10:44.586,2025-02-24,Day1-WIFI-OUT,36.19555300,-94.18349200,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,53096448,23477.302,28631.744,10.687,9.181,1087.000,176,32858505,313.772,Capacity,Uplink,Completed
2025-02-24 23:11:00.213,2025-02-24,Day1-WIFI-OUT,36.19540200,-94.18333100,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,0,,,0.968,,,,,,Capacity,Downlink,Failed
2025-02-24 23:11:06.713,2025-02-24,Day1-WIFI-OUT,36.19529500,-94.18334500,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:11:31.795,2025-02-24,Day1-WIFI-OUT,36.19483600,-94.18336700,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,1252775,36.817,1162.826,9.880,9.500,275.000,56,1380856,4.160,Capacity,Downlink,Completed
2025-02-24 23:11:38.078,2025-02-24,Day1-WIFI-OUT,36.19470700,-94.18337500,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:11:56.235,2025-02-24,Day1-WIFI-OUT,36.19477600,-94.18336600,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:12:12.115,2025-02-24,Day1-WIFI-OUT,36.19485200,-94.18328200,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,27258880,9488.458,10398.415,10.642,9.116,1183.000,130,11848994,181.631,Capacity,Uplink,Completed
2025-02-24 23:12:29.159,2025-02-24,Day1-WIFI-OUT,36.19480400,-94.18301300,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:12:35.402,2025-02-24,Day1-WIFI-OUT,36.19472500,-94.18299600,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:12:52.005,2025-02-24,Day1-WIFI-OUT,36.19463900,-94.18333900,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:12:58.256,2025-02-24,Day1-WIFI-OUT,36.19464100,-94.18352700,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:13:15.981,2025-02-24,Day1-WIFI-OUT,36.19481900,-94.18377500,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,0,,,1.007,,,,,,Capacity,Downlink,Failed
2025-02-24 23:13:22.263,2025-02-24,Day1-WIFI-OUT,36.19489600,-94.18385100,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:13:38.823,2025-02-24,Day1-WIFI-OUT,36.19504000,-94.18413500,QualiPoc_083101,AT&T,,WiFi,WiFi,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 23:13:45.121,2025-02-24,Day1-WIFI-OUT,36.19510400,-94.18424200,QualiPoc_083101,AT&T,,WiFi,WiFi,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 23:18:47.662,2025-02-24,Day1-ATT-MNO-DEF-OUT,36.19532100,-94.18466800,QualiPoc_083101,AT&T,LTE,LTE,LTE,github.com,HTTPS,10,64565965,36.830,59516.329,9.873,7.470,2233.000,42,55573372,213.992,Capacity,Downlink,Completed
2025-02-24 23:19:03.334,2025-02-24,Day1-ATT-MNO-DEF-OUT,36.19549000,-94.18470000,QualiPoc_083101,AT&T,LTE,LTE,LTE/LTE CA,httpbin.org,HTTPS,10,50028544,29717.409,30114.198,10.401,10.110,141.000,42,38056818,321.136,Capacity,Uplink,Completed
2025-02-24 23:19:03.334,2025-02-24,Day1-ATT-MNO-DEF-OUT,36.19549000,-94.18470000,QualiPoc_083101,AT&T,LTE,LTE CA,LTE/LTE CA,httpbin.org,HTTPS,10,50028544,29717.409,30114.198,10.401,10.110,141.000,42,38056818,321.136,Capacity,Uplink,Completed
2025-02-24 23:19:28.217,2025-02-24,Day1-ATT-MNO-DEF-OUT,36.19557200,-94.18444500,QualiPoc_083101,AT&T,LTE,LTE,LTE/LTE CA,github.com,HTTPS,10,43843998,36.819,37364.082,9.924,8.517,1304.000,47,39778736,152.587,Capacity,Downlink,Completed
2025-02-24 23:19:28.217,2025-02-24,Day1-ATT-MNO-DEF-OUT,36.19557200,-94.18444500,QualiPoc_083101,AT&T,LTE,LTE CA,LTE/LTE CA,github.com,HTTPS,10,43843998,36.819,37364.082,9.924,8.517,1304.000,47,39778736,152.587,Capacity,Downlink,Completed
