Time,Date,Collection,Latitude,Longitude,Operator,Data Technology,Data Technology Reporting,RAN Configuration,DL Carriers,DL Bandwidth Aggregated,5G NR Net PDSCH Throughput,PDSCH BLER,Avg PDSCH TB Size,Num PDSCH TBs,Avg Num PDSCH RBs per Slot,Num PDSCH RBs,Avg Num PDSCH REs per TB,Num PDSCH REs,MCS,Avg PDSCH Code Rate,PDSCH SCS,Num PDSCH Slots,PDSCH ReTx = 1,PDSCH ReTx = 2,PDSCH ReTx >= 3,Max PDSCH Layers,Avg PDSCH Layers,Test Name,Direction,Test Status
2025-02-24 18:14:33.504,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19639600,-94.18441000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,20,0,0,,,,,,,,,,,0,0,0,,,Ping,Mixed,Failed
2025-02-24 18:14:33.534,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19639600,-94.18441000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,20,15.2,0,57,1,8,8,1232,1232,0,0.0925,15,1,0,0,0,2,2,Ping,Mixed,Failed
2025-02-24 18:14:33.566,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19639600,-94.18441000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,20,29.016,0,116,1,16,16,2464,2464,0,0.0942,15,1,0,0,0,2,2,Ping,Mixed,Failed
2025-02-24 18:14:37.373,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19638300,-94.18440700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,20,0,0,,,,,,,,,,,0,0,0,,,Ping,Mixed,Failed
2025-02-24 18:14:37.403,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19638300,-94.18440700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,20,15.2,0,57,1,16,16,2464,2464,0,0.0925,15,1,0,0,0,1,1,Ping,Mixed,Failed
2025-02-24 18:14:37.694,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19638300,-94.18440700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,20,10.504,0,73.2,6,21,128,3285,19712,0,0.0888,15,6,0,0,0,1,1,Ping,Mixed,Failed
2025-02-24 18:14:44.205,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637600,-94.18441300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,0,0,,,,,,,,,,,0,0,0,,,Ping,Mixed,Failed
2025-02-24 18:14:44.235,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637600,-94.18441300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,13.6,0,51,1,16,16,2464,2464,0,0.0828,30,1,0,0,0,1,1,Ping,Mixed,Failed
2025-02-24 18:14:44.536,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637600,-94.18441300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,5.712,0,71.7,3,16,48,2464,7392,0,0.088999994,30,3,0,0,0,2,1.3,Ping,Mixed,Failed
2025-02-24 18:14:45.016,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637600,-94.18441300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,1.68,0,101,1,16,16,2464,2464,0,0.081999995,30,1,0,0,0,2,2,Ping,Mixed,Failed
2025-02-24 18:14:45.662,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637300,-94.18441400,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,1.336,0,54,2,16,32,2464,4928,0,0.0877,30,2,0,0,0,1,1,Ping,Mixed,Failed
2025-02-24 18:14:45.980,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637300,-94.18441400,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,1.288,0,51,1,16,16,2464,2464,0,0.0828,30,1,0,0,0,1,1,Ping,Mixed,Failed
2025-02-24 18:14:46.456,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637100,-94.18441500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,2.016,0,60,2,16,32,2464,4928,0,0.097399995,30,2,0,0,0,1,1,Ping,Mixed,Failed
2025-02-24 18:14:50.124,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19635500,-94.18442000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,0,0,,,,,,,,,,,0,0,0,,,Capacity,Downlink,Failed
2025-02-24 18:14:50.154,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19635500,-94.18442000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,25.864,0,48.5,2,16,32,2464,4928,0,0.0787,30,2,0,0,0,1,1,Capacity,Downlink,Failed
2025-02-24 18:14:50.514,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19635500,-94.18442000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,4.824,0,108.5,2,16,32,2464,4928,0,0.0881,30,2,0,0,0,2,2,Capacity,Downlink,Failed
2025-02-24 18:14:56.108,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628400,-94.18441500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,0,0,,,,,,,,,,,0,0,0,,,Capacity,Uplink,Completed
2025-02-24 18:14:56.138,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628400,-94.18441500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,149.336,0,560,1,16,16,2464,2464,8,0.45450002,30,1,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:14:56.628,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628400,-94.18441500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,527.024,0.086,1681.3,35,60,2098,9231,323092,13.1,0.396,30,35,3,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:14:57.097,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628100,-94.18440300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,431.264,0.019,546.8,53,48,2534,7363,390236,5.1,0.2496,30,53,1,0,0,2,1.2,Capacity,Uplink,Completed
2025-02-24 18:14:57.485,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628100,-94.18440300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,70.568,0.444,202.7,27,6,164,935,25256,10,0.3093,30,27,2,0,2,2,2,Capacity,Uplink,Completed
2025-02-24 18:14:57.990,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628100,-94.18440300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,35.872,0.385,192.6,13,10,134,1587,20636,11.4,0.2552,30,13,1,0,1,2,1.4,Capacity,Uplink,Completed
2025-02-24 18:14:58.467,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19627700,-94.18439400,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,24.192,0.071,134,14,14,194,2134,29876,4.8,0.2511,30,14,0,1,1,1,1,Capacity,Uplink,Completed
2025-02-24 18:14:58.992,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19627700,-94.18439400,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,14.16,0.2,109.4,15,12,180,1848,27720,3.7,0.28170002,30,15,3,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:14:59.485,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19627200,-94.18438300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,37.816,0.077,109,26,11,297,1759,45738,4.6,0.2044,30,26,2,0,0,2,1.7,Capacity,Uplink,Completed
2025-02-24 18:14:59.977,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19627200,-94.18438300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,24.152,0.15,106.5,20,11,217,1671,33418,6,0.2747,30,20,1,1,0,2,1.1,Capacity,Uplink,Completed
2025-02-24 18:15:00.461,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19625800,-94.18437200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,21.048,0.294,103.2,17,10,169,1531,26026,5.1,0.2492,30,17,1,0,1,2,1.1,Capacity,Uplink,Completed
2025-02-24 18:15:00.964,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19625800,-94.18437200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,32.52,0,107.5,22,13,278,1946,42812,3.5,0.2701,30,22,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:01.454,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19625000,-94.18436900,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,24.248,0,132.6,12,15,180,2310,27720,2.1,0.24780001,30,12,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:01.970,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19625000,-94.18436900,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,29.224,0,145,15,16,240,2464,36960,3.7,0.2354,30,15,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:02.446,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19624700,-94.18434400,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,41.92,0.048,136,21,13,278,2039,42812,3.5,0.2967,30,21,1,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:02.842,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19625600,-94.18434000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,22.2,0,109.9,10,12,117,1802,18018,4.4,0.29569998,30,10,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:03.348,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626500,-94.18433500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,38.68,0,116.4,28,13,376,2068,57904,1.6,0.2124,30,28,0,0,0,2,1.6,Capacity,Uplink,Completed
2025-02-24 18:15:03.849,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626500,-94.18433500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,37.888,0,213.3,15,23,338,3470,52052,2.6,0.1437,30,15,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:04.322,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19630200,-94.18433700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,26.976,0.1,92.8,20,10,201,1548,30954,6.4,0.32349998,30,20,2,0,0,2,1.1,Capacity,Uplink,Completed
2025-02-24 18:15:04.786,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19630200,-94.18433700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,18.24,0,165.3,9,16,146,2498,22484,2.2,0.24209999,30,9,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:05.282,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19633500,-94.18433100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,18.68,0.077,119.1,13,11,148,1753,22792,9.2,0.2705,30,13,1,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:05.807,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19634900,-94.18433200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,39.344,0.027999999,85.8,36,11,407,1741,62678,4.9,0.2355,30,36,1,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:06.150,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19636300,-94.18433300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,20.136,0,164.1,8,22,177,3407,27258,0.5,0.1397,30,8,0,0,0,2,1.8,Capacity,Uplink,Completed
2025-02-24 18:15:06.700,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19636300,-94.18433300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,19.792,0,89.1,20,12,233,1794,35882,5.5,0.2079,30,20,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:21.550,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628500,-94.18426100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,0,0,,,,,,,,,,,0,0,0,,,Capacity,Downlink,Completed
2025-02-24 18:15:21.580,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628500,-94.18426100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,307.464,0,1153,1,48,48,7392,7392,5,0.312,30,1,0,0,0,1,1,Capacity,Downlink,Completed
2025-02-24 18:15:22.083,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628500,-94.18426100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,1104.296,0,1710.3,44,65,2865,10028,441210,4.4,0.3275,30,44,0,0,0,2,1.3,Capacity,Downlink,Completed
2025-02-24 18:15:22.548,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19629700,-94.18424000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,409.6,0,3401.1,7,110,771,16962,118734,3.1,0.2845,30,7,0,0,0,2,2,Capacity,Downlink,Completed
2025-02-24 18:15:23.048,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19629700,-94.18424000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,3776.616,0.055999998,2256.9,107,45,4868,7006,749672,9.4,0.42159998,30,107,4,1,0,2,1.2,Capacity,Downlink,Completed
2025-02-24 18:15:23.548,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19631200,-94.18422500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,36707.056,0.116000004,4608.9,541,81,44015,12529,6778310,8.7,0.42349997,30,541,63,0,0,2,2,Capacity,Downlink,Completed
2025-02-24 18:15:24.048,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19631200,-94.18422500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,32459.624,0.081,5773.8,382,81,31116,12544,4791864,9.2,0.45470002,30,382,31,0,0,2,2,Capacity,Downlink,Completed
2025-02-24 18:15:24.552,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19631300,-94.18422800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,21310.424,0.065,4428.6,336,63,21222,9727,3268188,8.8,0.4557,30,336,20,1,0,2,2,Capacity,Downlink,Completed
2025-02-24 18:15:25.052,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19631300,-94.18422800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,190,48935.56,0.092,6557.9,511,87,44378,13374,6834212,9.9,0.4683,30,511,46,0,0,2,2,Capacity,Downlink,Completed
2025-02-24 18:15:25.416,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19632200,-94.18424000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,58397.968,0.15100001,8450.4,405,203,82080,31211,12640320,6.5,0.3012,30,405,43,8,1,4,2.9,Capacity,Downlink,Completed
2025-02-24 18:15:25.916,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19632200,-94.18424000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,41126.432,0.093,8123.7,367,120,44070,18493,6786780,15.6,0.5469,30,367,34,0,0,5,1,Capacity,Downlink,Completed
2025-02-24 18:15:26.172,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19633600,-94.18425200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,22627.12,0.081999995,7228.2,220,110,24099,16869,3711246,15.2,0.53169996,30,220,17,0,0,3,1.1,Capacity,Downlink,Completed
2025-02-24 18:15:26.675,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19633600,-94.18425200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,48742.64,0.099,5948.5,577,89,51540,13756,7937160,14.1,0.5084,30,577,58,0,0,3,1.3,Capacity,Downlink,Completed
2025-02-24 18:15:27.175,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19634600,-94.18425000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,28645.76,0.09,5970,356,94,33416,14455,5146064,15.1,0.5195,30,356,32,0,0,3,1.1,Capacity,Downlink,Completed
2025-02-24 18:15:27.619,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19634500,-94.18425600,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,46644.368,0.108,4402.8,765,99,75623,15223,11645942,8.9,0.3621,30,765,77,2,0,6,2.6,Capacity,Downlink,Completed
2025-02-24 18:15:28.119,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19634400,-94.18426100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,61483.392,0.133,5971.3,775,106,82071,16308,12638934,8.7,0.3781,30,775,97,4,0,6,2.6,Capacity,Downlink,Completed
2025-02-24 18:15:28.619,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19634400,-94.18426100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,31244.464,0.106000006,3922,643,66,42707,10228,6576878,9.1,0.42560002,30,643,68,0,0,4,1.8,Capacity,Downlink,Completed
2025-02-24 18:15:29.011,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19634400,-94.18426100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,31261.944,0.099,5259.1,415,77,32030,11886,4932620,10.4,0.45,30,415,39,1,0,3,1.9,Capacity,Downlink,Completed
2025-02-24 18:15:29.511,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19633500,-94.18428200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,60271.92,0.118,5129.5,844,89,75031,13690,11554774,10.1,0.4303,30,844,97,0,0,4,1.8,Capacity,Downlink,Completed
2025-02-24 18:15:30.011,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19633500,-94.18428200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,48232.192,0.116000004,3943.9,870,68,59094,10460,9100476,8.8,0.385,30,870,98,1,0,6,2.3,Capacity,Downlink,Completed
2025-02-24 18:15:30.511,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19632900,-94.18429700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,110834.224,0.124,6843.3,1166,100,116215,15349,17897110,9.4,0.4095,30,1166,149,0,0,6,2.4,Capacity,Downlink,Completed
2025-02-24 18:15:31.015,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19632900,-94.18429700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,105896.552,0.124,8387.8,918,109,99667,16720,15348718,10.5,0.4766,30,918,114,0,0,4,2,Capacity,Downlink,Completed
2025-02-24 18:15:31.515,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19632500,-94.18429900,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,2,190,112341.04,0.136,7564.8,1088,93,100949,14289,15546146,11.2,0.48549998,30,1088,142,0,0,4,2,Capacity,Downlink,Completed
2025-02-24 18:15:38.124,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19630000,-94.18414900,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,0,0,,,,,,,,,,,0,0,0,,,Capacity,Uplink,Completed
2025-02-24 18:15:38.154,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19630000,-94.18414900,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,13.6,0,51,1,16,16,2464,2464,0,0.0828,30,1,0,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:38.630,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19630000,-94.18414900,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,119.008,0.19399999,247.8,31,8,241,1197,37114,9.5,0.32619998,30,31,6,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:39.130,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628900,-94.18413800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,83.144,0.045,277,22,13,278,1946,42812,4,0.2974,30,22,1,0,0,2,1.5,Capacity,Uplink,Completed
2025-02-24 18:15:39.630,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19628900,-94.18413800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,80.808,0.186,94.1,70,6,432,950,66528,7.3,0.33490002,30,70,3,5,0,2,1,Capacity,Uplink,Completed
2025-02-24 18:15:40.130,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18413800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,118.232,0.074,140.9,54,12,642,1831,98868,2.4,0.1974,30,54,4,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:40.630,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18413800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,150.8,0,119.3,80,13,1054,2029,162316,0.7,0.1444,30,80,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:41.130,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19624300,-94.18413800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,206.736,0.01,123.5,105,12,1297,1902,199738,1.2,0.1762,30,105,1,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:41.630,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19624300,-94.18413800,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,98.712,0,137.9,50,16,792,2439,121968,0.4,0.1229,30,50,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:42.130,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19623200,-94.18413100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,69.904,0.029000001,129.9,35,14,474,2086,72996,3.7,0.2569,30,35,1,0,0,2,1.1,Capacity,Uplink,Completed
2025-02-24 18:15:42.626,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19623200,-94.18413100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,117.128,0.0139999995,99.8,74,8,556,1157,85624,4.7,0.3014,30,74,1,0,0,2,1.6,Capacity,Uplink,Completed
2025-02-24 18:15:43.106,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19622600,-94.18412200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,83.104,0.1,116.8,50,10,485,1494,74690,4.7,0.24219999,30,50,5,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:43.614,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19622600,-94.18412200,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,66.624,0.024,106.4,42,11,463,1698,71302,2.8,0.1872,30,42,1,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:44.106,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19620500,-94.18409500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,54.992,0,90.2,51,10,503,1519,77462,2.2,0.2043,30,51,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:44.618,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19620500,-94.18409500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,57.52,0.244,93.3,45,10,470,1608,72380,3.9,0.2001,30,45,2,3,1,2,1.4,Capacity,Uplink,Completed
2025-02-24 18:15:45.066,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19618500,-94.18407300,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,43.872,0,94.5,26,13,328,1943,50512,0.7,0.1492,30,26,0,0,0,2,1.7,Capacity,Uplink,Completed
2025-02-24 18:15:45.577,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19617200,-94.18406100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,24.616,0,87.6,21,12,261,1914,40194,1.6,0.105900005,30,21,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:15:46.066,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19617200,-94.18406100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,24.04,0,113.9,13,15,193,2286,29722,3.5,0.1907,30,13,0,0,0,2,1.4,Capacity,Uplink,Completed
2025-02-24 18:15:46.566,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19615900,-94.18405000,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,39.296,0.031,91.4,32,10,332,1598,51128,4.5,0.2937,30,32,1,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:47.066,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19614600,-94.18401500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,38.648,0.065,79.5,31,10,301,1495,46354,3.6,0.2523,30,31,2,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:47.566,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19613700,-94.18399100,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,51.704,0.083000004,101.7,36,11,411,1758,63294,5.4,0.2963,30,36,3,0,0,1,1,Capacity,Uplink,Completed
2025-02-24 18:15:54.749,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19611600,-94.18395500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,0,0,,,,,,,,,,,0,0,0,,,Ping,Mixed,Completed
2025-02-24 18:15:54.779,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19611600,-94.18395500,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,13.6,0,51,1,16,16,2464,2464,0,0.0828,30,1,0,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:16:01.304,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626400,-94.18379700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,0,0,,,,,,,,,,,0,0,0,,,Ping,Mixed,Completed
2025-02-24 18:16:01.334,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626400,-94.18379700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,32.8,0,123,1,16,16,2464,2464,0,0.0998,30,1,0,0,0,2,2,Ping,Mixed,Completed
2025-02-24 18:16:01.502,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626400,-94.18379700,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,3,0,63,1,16,16,2464,2464,0,0.102299996,30,1,0,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:16:02.290,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18378600,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,5.112,0,504,1,16,16,2464,2464,7,0.4091,30,1,0,0,0,1,1,Capacity,Downlink,Completed
2025-02-24 18:16:02.750,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18378600,T-Mobile,LTE-5G NR,LTE-5G NR,5G EN-DC,1,100,722.888,0.061,1262.3,33,33,1079,5035,166166,9.8,0.4398,30,33,2,0,0,1,1,Capacity,Downlink,Completed
