Time,Date,Collection,Latitude,Longitude,Operator,Data Technology,Data Technology Reporting,RAN Configuration,DL Carriers PDSCH,DL Bandwidth,LTE Net PDSCH Throughput,BLER,TB Size,Subframes,RBs,RB per Subframe,MCS,Modulation (Based on MCS),Max PDSCH Layers,Avg PDSCH Layers,1 Retransmission,2 Retransmissions,3 Retransmissions,Test Name,Direction,Test Status
2025-02-24 18:37:06.768,2025-02-24,Day1-TMO-NH-IN,36.19631600,-94.18467800,T-Mobile,LTE,LTE,LTE,1,20,21774.145,0.049000002,3535.5,92,13864,75,20.3,64QAM,2,2,0.10869565,0.016304348,0,Capacity,Downlink,Completed
2025-02-24 18:37:07.292,2025-02-24,Day1-TMO-NH-IN,36.19629100,-94.18466800,T-Mobile,LTE,LTE,LTE,1,20,2585.168,0.045,2575,37,3168,43,22.3,64QAM,2,1.9,0.060606062,0.030303031,0,Capacity,Downlink,Completed
2025-02-24 18:37:07.773,2025-02-24,Day1-TMO-NH-IN,36.19629100,-94.18466800,T-Mobile,LTE,LTE,LTE,1,20,33604.785,0.042,4376.8,240,37704,79,22.4,64QAM,2,2,0.087866105,0.008368201,0,Capacity,Downlink,Completed
2025-02-24 18:37:08.278,2025-02-24,Day1-TMO-NH-IN,36.19626800,-94.18466300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,36761.344,0.034,5207.1,236,43752,97,21.8,64QAM,4,2,0.10344828,0.0064655175,0,Capacity,Downlink,Completed
2025-02-24 18:37:08.787,2025-02-24,Day1-TMO-NH-IN,36.19626800,-94.18466300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,48493.273,0.068,5035.2,373,51076,145,24.5,64QAM,4,2,0.1201849,0.0030816642,0.004622496,Capacity,Downlink,Completed
2025-02-24 18:37:09.288,2025-02-24,Day1-TMO-NH-IN,36.19625000,-94.18466800,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,59228.465,0.051999997,5186.2,415,63580,158,23.9,64QAM,4,2,0.08811749,0.013351135,0,Capacity,Downlink,Completed
2025-02-24 18:37:09.782,2025-02-24,Day1-TMO-NH-IN,36.19625000,-94.18466800,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,78101.06,0.031,6165.8,445,70848,169,26,64QAM,4,2,0.096534654,0.0012376237,0.0012376237,Capacity,Downlink,Completed
2025-02-24 18:37:10.264,2025-02-24,Day1-TMO-NH-IN,36.19623400,-94.18466900,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,70378.7,0.024,6534.6,365,60156,169,26.3,64QAM,4,2,0.112443775,0.0059970017,0.0029985008,Capacity,Downlink,Completed
2025-02-24 18:37:10.773,2025-02-24,Day1-TMO-NH-IN,36.19623400,-94.18466900,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,80744.914,0.016,6879.4,406,68488,167,27,64QAM,4,2,0.07651715,0.003957784,0,Capacity,Downlink,Completed
2025-02-24 18:37:11.272,2025-02-24,Day1-TMO-NH-IN,36.19622700,-94.18466800,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,82085.36,0.038,7018.7,393,70220,173,26.9,64QAM,4,2,0.087417215,0.010596027,0.0013245033,Capacity,Downlink,Completed
2025-02-24 18:37:11.763,2025-02-24,Day1-TMO-NH-IN,36.19622700,-94.18466800,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,89122.17,0.043,7050.9,423,78672,183,26.4,64QAM,4,2,0.112469435,0.0073349634,0.002444988,Capacity,Downlink,Completed
2025-02-24 18:37:12.283,2025-02-24,Day1-TMO-NH-IN,36.19621500,-94.18468100,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,91623.79,0.027,7139.8,446,82200,181,26.7,64QAM,4,2,0.08478513,0.0034843206,0,Capacity,Downlink,Completed
2025-02-24 18:37:12.787,2025-02-24,Day1-TMO-NH-IN,36.19621500,-94.18468100,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,71994.086,0.034,6934.2,345,66532,188,25.7,64QAM,4,2,0.092920355,0.019174041,0.0014749262,Capacity,Downlink,Completed
2025-02-24 18:37:13.288,2025-02-24,Day1-TMO-NH-IN,36.19620400,-94.18469600,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,84568.13,0.03,6044.7,485,80328,169,25.2,64QAM,4,2,0.09201774,0.0088691795,0,Capacity,Downlink,Completed
2025-02-24 18:37:13.777,2025-02-24,Day1-TMO-NH-IN,36.19620400,-94.18469600,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,86140.695,0.021,6681.7,416,77448,185,25.6,64QAM,4,2,0.1119403,0.0074626864,0.0024875621,Capacity,Downlink,Completed
2025-02-24 18:37:14.282,2025-02-24,Day1-TMO-NH-IN,36.19619800,-94.18471000,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,105166.05,0.037,6627,526,104112,193,24.8,64QAM,4,2,0.1291866,0.004784689,0,Capacity,Downlink,Completed
2025-02-24 18:37:14.723,2025-02-24,Day1-TMO-NH-IN,36.19619800,-94.18471000,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,110184.79,0.036,6761,472,93448,193,25.2,64QAM,4,2,0.13859275,0.0063965884,0,Capacity,Downlink,Completed
2025-02-24 18:37:15.224,2025-02-24,Day1-TMO-NH-IN,36.19619700,-94.18471700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,80650.3,0.048,6744.2,404,76804,189,25.6,64QAM,4,2,0.1011378,0.012642225,0,Capacity,Downlink,Completed
2025-02-24 18:37:20.935,2025-02-24,Day1-TMO-NH-IN,36.19614700,-94.18477100,T-Mobile,LTE,LTE,LTE,1,20,1.072,0,161,1,4,4,18,64QAM,2,2,0,0,0,Capacity,Uplink,Completed
2025-02-24 18:37:21.235,2025-02-24,Day1-TMO-NH-IN,36.19614000,-94.18477800,T-Mobile,LTE,LTE,LTE,1,20,79.576,0,229.6,10,72,5,18.7,64QAM,2,2,0,0,0,Capacity,Uplink,Completed
2025-02-24 18:37:21.772,2025-02-24,Day1-TMO-NH-IN,36.19614000,-94.18477800,T-Mobile,LTE,LTE,LTE,1,20,1171.016,0.062,1223.9,39,1992,26,19.1,64QAM,2,1.9,0.07692308,0,0,Capacity,Uplink,Completed
2025-02-24 18:37:22.283,2025-02-24,Day1-TMO-NH-IN,36.19613600,-94.18478600,T-Mobile,LTE,LTE,LTE,1,20,543.912,0.132,274.9,114,744,5,22.3,64QAM,2,1.9,0.083333336,0.041666668,0.013888889,Capacity,Uplink,Completed
2025-02-24 18:37:22.735,2025-02-24,Day1-TMO-NH-IN,36.19613600,-94.18478600,T-Mobile,LTE,LTE,LTE,1,20,580.616,0.118999995,236.4,115,1000,6,18.1,64QAM,2,1.9,0.09375,0.0125,0.01875,Capacity,Uplink,Completed
2025-02-24 18:37:23.302,2025-02-24,Day1-TMO-NH-IN,36.19613400,-94.18479800,T-Mobile,LTE,LTE,LTE,1,20,473.392,0.072,243.4,126,928,6,18.7,64QAM,2,2,0.09210526,0.019736841,0.019736841,Capacity,Uplink,Completed
2025-02-24 18:37:23.797,2025-02-24,Day1-TMO-NH-IN,36.19613400,-94.18479800,T-Mobile,LTE,LTE,LTE,1,20,540.56,0.116000004,270.5,103,688,5,21.9,64QAM,2,2,0.13768116,0,0.014492754,Capacity,Uplink,Completed
2025-02-24 18:37:24.235,2025-02-24,Day1-TMO-NH-IN,36.19613100,-94.18480600,T-Mobile,LTE,LTE,LTE,1,20,484.304,0.087,197.1,95,920,6,16.1,16QAM,2,1.9,0.12666667,0.04,0.006666667,Capacity,Uplink,Completed
2025-02-24 18:37:24.713,2025-02-24,Day1-TMO-NH-IN,36.19613100,-94.18480600,T-Mobile,LTE,LTE,LTE,1,20,513.056,0.033,259,107,676,6,20.7,64QAM,2,2,0.06557377,0,0.024590164,Capacity,Uplink,Completed
2025-02-24 18:37:25.227,2025-02-24,Day1-TMO-NH-IN,36.19612600,-94.18480400,T-Mobile,LTE,LTE,LTE,1,20,372.736,0.068,173.4,103,764,5,16.4,16QAM,2,2,0.054054055,0.02027027,0.006756757,Capacity,Uplink,Completed
2025-02-24 18:37:25.732,2025-02-24,Day1-TMO-NH-IN,36.19612600,-94.18480400,T-Mobile,LTE,LTE,LTE,1,20,458.528,0.155,222.4,124,896,6,18.4,64QAM,2,2,0.13548388,0.025806451,0,Capacity,Uplink,Completed
2025-02-24 18:37:26.226,2025-02-24,Day1-TMO-NH-IN,36.19612600,-94.18479900,T-Mobile,LTE,LTE,LTE,1,20,508.68,0.11,224.2,121,1000,6,17.6,64QAM,2,2,0.067073174,0.030487806,0.0060975607,Capacity,Uplink,Completed
2025-02-24 18:37:26.635,2025-02-24,Day1-TMO-NH-IN,36.19612600,-94.18479900,T-Mobile,LTE,LTE,LTE,1,20,357.112,0.141,246.3,78,372,4,22.8,64QAM,2,2,0.05882353,0.03529412,0,Capacity,Uplink,Completed
2025-02-24 18:37:27.158,2025-02-24,Day1-TMO-NH-IN,36.19612300,-94.18479900,T-Mobile,LTE,LTE,LTE,1,20,455.44,0.074,241.5,114,652,5,21,64QAM,2,2,0.05147059,0.036764707,0.007352941,Capacity,Uplink,Completed
2025-02-24 18:37:27.637,2025-02-24,Day1-TMO-NH-IN,36.19612300,-94.18479900,T-Mobile,LTE,LTE,LTE,1,20,421.664,0.131,200.9,109,656,5,19.5,64QAM,2,2,0.11724138,0.027586207,0.0068965517,Capacity,Uplink,Completed
2025-02-24 18:37:28.135,2025-02-24,Day1-TMO-NH-IN,36.19612000,-94.18480200,T-Mobile,LTE,LTE,LTE,1,20,290.248,0.069,197.2,73,486,5,18.2,64QAM,2,2,0.11881188,0.01980198,0,Capacity,Uplink,Completed
2025-02-24 18:37:28.666,2025-02-24,Day1-TMO-NH-IN,36.19612000,-94.18480200,T-Mobile,LTE,LTE,LTE,1,20,195.008,0.027999999,187,60,284,4,20,64QAM,2,2,0.09859155,0,0,Capacity,Uplink,Completed
2025-02-24 18:37:29.035,2025-02-24,Day1-TMO-NH-IN,36.19612000,-94.18480200,T-Mobile,LTE,LTE,LTE,1,20,336.704,0.117,186.2,72,380,4,20.3,64QAM,2,2,0.08510638,0.021276595,0,Capacity,Uplink,Completed
2025-02-24 18:37:29.622,2025-02-24,Day1-TMO-NH-IN,36.19611900,-94.18480900,T-Mobile,LTE,LTE,LTE,1,20,256.872,0.062,206.6,84,431,4,19.9,64QAM,2,1.9,0.0927835,0.010309278,0,Capacity,Uplink,Completed
2025-02-24 18:37:30.068,2025-02-24,Day1-TMO-NH-IN,36.19612200,-94.18481100,T-Mobile,LTE,LTE,LTE,1,20,363.6,0.085,203.5,81,696,6,15.9,16QAM,2,1.8,0.11320755,0.009433962,0.028301887,Capacity,Uplink,Completed
2025-02-24 18:37:30.637,2025-02-24,Day1-TMO-NH-IN,36.19612200,-94.18481100,T-Mobile,LTE,LTE,LTE,1,20,320.424,0.109,187.9,107,584,4,18.9,64QAM,2,1.9,0.05109489,0.02919708,0.00729927,Capacity,Uplink,Completed
2025-02-24 18:37:31.135,2025-02-24,Day1-TMO-NH-IN,36.19612200,-94.18481200,T-Mobile,LTE,LTE,LTE,1,20,292.448,0.054,171.4,93,504,5,17.9,64QAM,2,2,0.0625,0.017857144,0.008928572,Capacity,Uplink,Completed
2025-02-24 18:37:31.583,2025-02-24,Day1-TMO-NH-IN,36.19612200,-94.18481200,T-Mobile,LTE,LTE,LTE,1,20,301.56,0.137,193.5,75,484,5,19.1,64QAM,2,1.9,0.0882353,0.009803922,0,Capacity,Uplink,Completed
2025-02-24 18:37:37.334,2025-02-24,Day1-TMO-NH-IN,36.19610300,-94.18477500,T-Mobile,LTE,LTE,LTE,1,20,0,,,0,,,,64QAM,,,,,,Ping,Mixed,Completed
2025-02-24 18:37:37.435,2025-02-24,Day1-TMO-NH-IN,36.19610300,-94.18477500,T-Mobile,LTE,LTE,LTE,1,20,34.376,0,217,2,8,4,21,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:37.735,2025-02-24,Day1-TMO-NH-IN,36.19610300,-94.18477500,T-Mobile,LTE,LTE,LTE,1,20,3.76,0,141,1,4,4,15,16QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:38.335,2025-02-24,Day1-TMO-NH-IN,36.19609700,-94.18477100,T-Mobile,LTE,LTE,LTE,1,20,8.256,0,206.3,3,12,4,20,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:39.235,2025-02-24,Day1-TMO-NH-IN,36.19609000,-94.18477000,T-Mobile,LTE,LTE,LTE,1,20,2.072,0,233,1,4,4,22,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:39.535,2025-02-24,Day1-TMO-NH-IN,36.19609000,-94.18477000,T-Mobile,LTE,LTE,LTE,1,20,6.64,0,249,1,4,4,23,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:40.435,2025-02-24,Day1-TMO-NH-IN,36.19607900,-94.18477000,T-Mobile,LTE,LTE,LTE,1,20,4.424,0,249,2,8,4,23,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:41.335,2025-02-24,Day1-TMO-NH-IN,36.19606700,-94.18477300,T-Mobile,LTE,LTE,LTE,1,20,4.424,0,249,2,8,4,23,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:42.235,2025-02-24,Day1-TMO-NH-IN,36.19605500,-94.18478200,T-Mobile,LTE,LTE,LTE,1,20,2.072,0,233,1,4,4,22,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:42.535,2025-02-24,Day1-TMO-NH-IN,36.19605500,-94.18478200,T-Mobile,LTE,LTE,LTE,1,20,4.296,0,161,1,4,4,21,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:43.435,2025-02-24,Day1-TMO-NH-IN,36.19604400,-94.18479100,T-Mobile,LTE,LTE,LTE,1,20,4.608,0,259,2,8,4,23.5,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:44.335,2025-02-24,Day1-TMO-NH-IN,36.19603700,-94.18479700,T-Mobile,LTE,LTE,LTE,1,20,4.608,0,259,2,8,4,23.5,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:45.235,2025-02-24,Day1-TMO-NH-IN,36.19603200,-94.18480700,T-Mobile,LTE,LTE,LTE,1,20,2.216,0,249,1,4,4,23,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:45.535,2025-02-24,Day1-TMO-NH-IN,36.19603200,-94.18480700,T-Mobile,LTE,LTE,LTE,1,20,7.6,0,285,1,4,4,25,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:37:46.435,2025-02-24,Day1-TMO-NH-IN,36.19603300,-94.18481000,T-Mobile,LTE,LTE,LTE,1,20,4.784,0,269,2,8,4,24,64QAM,2,2,0,0,0,Capacity,Downlink,Failed
2025-02-24 18:37:46.735,2025-02-24,Day1-TMO-NH-IN,36.19603300,-94.18481000,T-Mobile,LTE,LTE,LTE,1,20,23.464,0,220,3,16,4,21.8,64QAM,2,2,0,0,0,Capacity,Downlink,Failed
2025-02-24 18:37:47.335,2025-02-24,Day1-TMO-NH-IN,36.19603100,-94.18481100,T-Mobile,LTE,LTE,LTE,1,20,36.096,0.154,237,9,52,4,23.4,64QAM,2,1.9,0,0,0,Capacity,Downlink,Failed
2025-02-24 18:37:52.874,2025-02-24,Day1-TMO-NH-IN,36.19600000,-94.18482600,T-Mobile,LTE,LTE,LTE,1,20,0,,,0,,,,64QAM,,,,,,Capacity,Uplink,Completed
2025-02-24 18:37:53.035,2025-02-24,Day1-TMO-NH-IN,36.19600000,-94.18482600,T-Mobile,LTE,LTE,LTE,1,20,57.488,0.375,226,7,32,4,22,64QAM,2,1.6,0,0,0,Capacity,Uplink,Completed
2025-02-24 18:37:53.335,2025-02-24,Day1-TMO-NH-IN,36.19599400,-94.18483500,T-Mobile,LTE,LTE,LTE,1,20,1799.968,0,3214,12,1276,54,21.7,64QAM,2,2,0,0.04761905,0,Capacity,Uplink,Completed
2025-02-24 18:37:53.935,2025-02-24,Day1-TMO-NH-IN,36.19599400,-94.18483500,T-Mobile,LTE,LTE,LTE,1,20,220.744,0.049000002,282.9,50,316,5,21.1,64QAM,2,1.9,0.04918033,0.016393442,0,Capacity,Uplink,Completed
2025-02-24 18:37:54.447,2025-02-24,Day1-TMO-NH-IN,36.19598700,-94.18484400,T-Mobile,LTE,LTE,LTE,1,20,471.928,0.031,238.1,108,560,4,22.2,64QAM,2,1.9,0.045801528,0.007633588,0.007633588,Capacity,Uplink,Completed
2025-02-24 18:37:54.924,2025-02-24,Day1-TMO-NH-IN,36.19598700,-94.18484400,T-Mobile,LTE,LTE,LTE,1,20,593.864,0.076,216.6,114,944,5,17.5,64QAM,2,1.9,0.075581394,0.029069768,0.017441861,Capacity,Uplink,Completed
2025-02-24 18:37:55.435,2025-02-24,Day1-TMO-NH-IN,36.19598100,-94.18485400,T-Mobile,LTE,LTE,LTE,1,20,742.184,0.094,249.1,137,1080,5,20.6,64QAM,2,2,0.103286386,0.014084507,0.0093896715,Capacity,Uplink,Completed
2025-02-24 18:37:55.842,2025-02-24,Day1-TMO-NH-IN,36.19598100,-94.18485400,T-Mobile,LTE,LTE,LTE,1,20,739.056,0.132,277.5,94,804,5,21.3,64QAM,2,1.9,0.065789476,0.02631579,0.013157895,Capacity,Uplink,Completed
2025-02-24 18:37:56.437,2025-02-24,Day1-TMO-NH-IN,36.19597700,-94.18486500,T-Mobile,LTE,LTE,LTE,1,20,572.904,0.111999996,245.1,135,1152,5,19.3,64QAM,2,2,0.07317073,0.029268293,0.009756098,Capacity,Uplink,Completed
2025-02-24 18:37:56.935,2025-02-24,Day1-TMO-NH-IN,36.19597700,-94.18486500,T-Mobile,LTE,LTE,LTE,1,20,771.664,0.039,276.1,115,916,5,21.9,64QAM,2,1.9,0.11666667,0.011111111,0.0055555557,Capacity,Uplink,Completed
2025-02-24 18:37:57.347,2025-02-24,Day1-TMO-NH-IN,36.19597200,-94.18487400,T-Mobile,LTE,LTE,LTE,1,20,709.336,0.01,360.9,76,552,5,25.2,64QAM,2,2,0.029411765,0,0,Capacity,Uplink,Completed
2025-02-24 18:37:57.927,2025-02-24,Day1-TMO-NH-IN,36.19597200,-94.18487400,T-Mobile,LTE,LTE,LTE,1,20,658.424,0.103999995,334.6,116,856,5,24.4,64QAM,2,1.9,0.09202454,0.018404908,0.024539877,Capacity,Uplink,Completed
2025-02-24 18:37:58.359,2025-02-24,Day1-TMO-NH-IN,36.19596900,-94.18488100,T-Mobile,LTE,LTE,LTE,1,20,587.872,0.062,263,92,620,5,22.1,64QAM,2,2,0.10769231,0.015384615,0,Capacity,Uplink,Completed
2025-02-24 18:37:58.922,2025-02-24,Day1-TMO-NH-IN,36.19596900,-94.18488100,T-Mobile,LTE,LTE,LTE,1,20,615.848,0.067,261.4,133,844,5,22.4,64QAM,2,1.9,0.07865169,0.011235955,0.0056179776,Capacity,Uplink,Completed
2025-02-24 18:37:59.335,2025-02-24,Day1-TMO-NH-IN,36.19596800,-94.18488800,T-Mobile,LTE,LTE,LTE,1,20,707.328,0.071,281.4,92,684,5,22.9,64QAM,2,1.9,0.1,0.014285714,0.007142857,Capacity,Uplink,Completed
2025-02-24 18:37:59.879,2025-02-24,Day1-TMO-NH-IN,36.19596800,-94.18488800,T-Mobile,LTE,LTE,LTE,1,20,563.752,0.022,289.6,103,600,4,24.1,64QAM,2,2,0.06666667,0.022222223,0,Capacity,Uplink,Completed
2025-02-24 18:38:00.343,2025-02-24,Day1-TMO-NH-IN,36.19596600,-94.18489500,T-Mobile,LTE,LTE,LTE,1,20,590.68,0.079,268.5,101,692,5,21.9,64QAM,2,1.9,0.035971224,0.035971224,0.007194245,Capacity,Uplink,Completed
2025-02-24 18:38:00.835,2025-02-24,Day1-TMO-NH-IN,36.19596600,-94.18489500,T-Mobile,LTE,LTE,LTE,1,20,672.584,0.042,259.4,108,760,4,22.5,64QAM,2,1.9,0.10843374,0.012048192,0.018072288,Capacity,Uplink,Completed
2025-02-24 18:38:01.358,2025-02-24,Day1-TMO-NH-IN,36.19596700,-94.18490200,T-Mobile,LTE,LTE,LTE,1,20,521.512,0.077,264.9,99,712,5,21.8,64QAM,2,2,0.07692308,0.013986014,0,Capacity,Uplink,Completed
2025-02-24 18:38:01.827,2025-02-24,Day1-TMO-NH-IN,36.19596700,-94.18490200,T-Mobile,LTE,LTE,LTE,1,20,734.032,0.044,286.7,101,736,5,23.4,64QAM,2,2,0.094339624,0.031446543,0,Capacity,Uplink,Completed
2025-02-24 18:38:02.335,2025-02-24,Day1-TMO-NH-IN,36.19596900,-94.18491000,T-Mobile,LTE,LTE,LTE,1,20,584.304,0.08,318.1,92,644,5,23.9,64QAM,2,2,0.072,0.032,0,Capacity,Uplink,Completed
2025-02-24 18:38:02.758,2025-02-24,Day1-TMO-NH-IN,36.19596900,-94.18491000,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,703.136,0.040999997,316.1,90,652,6,24.2,64QAM,4,1.9,0.048780486,0.016260162,0.016260162,Capacity,Uplink,Completed
2025-02-24 18:38:03.235,2025-02-24,Day1-TMO-NH-IN,36.19596700,-94.18491700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,950.216,0.069,250.3,190,1788,14,19.4,64QAM,4,1.9,0.07755102,0.024489796,0.008163265,Capacity,Uplink,Completed
2025-02-24 18:38:03.767,2025-02-24,Day1-TMO-NH-IN,36.19596700,-94.18491700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,1057.12,0.08,310.6,206,1228,9,24.4,64QAM,4,1.9,0.04016064,0.02811245,0,Capacity,Uplink,Completed
2025-02-24 18:38:09.235,2025-02-24,Day1-TMO-NH-IN,36.19589700,-94.18491900,T-Mobile,LTE,LTE,LTE,1,20,3.696,0,277,2,8,4,24.5,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:10.135,2025-02-24,Day1-TMO-NH-IN,36.19589500,-94.18490500,T-Mobile,LTE,LTE,LTE,1,20,2.672,0,301,1,4,4,26,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:10.435,2025-02-24,Day1-TMO-NH-IN,36.19589500,-94.18490500,T-Mobile,LTE,LTE,LTE,1,20,8.024,0,301,1,4,4,26,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:11.335,2025-02-24,Day1-TMO-NH-IN,36.19589900,-94.18490400,T-Mobile,LTE,LTE,LTE,1,20,5.064,0,285,2,8,4,25,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:12.235,2025-02-24,Day1-TMO-NH-IN,36.19589900,-94.18489900,T-Mobile,LTE,LTE,LTE,1,20,5.496,0,309,2,8,4,26.5,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:13.135,2025-02-24,Day1-TMO-NH-IN,36.19590700,-94.18489400,T-Mobile,LTE,LTE,LTE,1,20,2.672,0,301,1,4,4,26,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:13.435,2025-02-24,Day1-TMO-NH-IN,36.19590700,-94.18489400,T-Mobile,LTE,LTE,LTE,1,20,7.176,0,269,1,4,4,24,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:14.335,2025-02-24,Day1-TMO-NH-IN,36.19591600,-94.18489400,T-Mobile,LTE,LTE,LTE,1,20,4.816,0,271,2,8,4,26.5,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:15.235,2025-02-24,Day1-TMO-NH-IN,36.19591600,-94.18489400,T-Mobile,LTE,LTE,LTE,1,20,5.352,0,301,2,8,4,26,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:16.135,2025-02-24,Day1-TMO-NH-IN,36.19591700,-94.18489000,T-Mobile,LTE,LTE,LTE,1,20,2.816,0,317,1,4,4,27,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:16.435,2025-02-24,Day1-TMO-NH-IN,36.19591700,-94.18489000,T-Mobile,LTE,LTE,LTE,1,20,20.88,0,261,3,12,4,23.7,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:17.335,2025-02-24,Day1-TMO-NH-IN,36.19592000,-94.18488100,T-Mobile,LTE,LTE,LTE,1,20,5.632,0,317,2,8,4,27,64QAM,2,2,0,0,0,Ping,Mixed,Completed
2025-02-24 18:38:18.535,2025-02-24,Day1-TMO-NH-IN,36.19592500,-94.18487400,T-Mobile,LTE,LTE,LTE,1,20,16.056,0,301,2,8,4,26,64QAM,2,2,0,0,0,Capacity,Downlink,Completed
2025-02-24 18:38:19.135,2025-02-24,Day1-TMO-NH-IN,36.19593400,-94.18486200,T-Mobile,LTE,LTE,LTE,1,20,1489.76,0,2234.6,31,1612,27,25.9,64QAM,2,2,0,0,0,Capacity,Downlink,Completed
2025-02-24 18:38:19.435,2025-02-24,Day1-TMO-NH-IN,36.19593400,-94.18486200,T-Mobile,LTE,LTE,LTE,1,20,1310.48,0.2,1283.7,30,780,14,26,64QAM,2,1.9,0.025,0.05,0.025,Capacity,Downlink,Completed
2025-02-24 18:38:19.958,2025-02-24,Day1-TMO-NH-IN,36.19593400,-94.18486200,T-Mobile,LTE,LTE,LTE,1,20,6914.192,0.012,2749.2,91,6860,38,25,64QAM,2,2,0.0116959065,0,0,Capacity,Downlink,Completed
2025-02-24 18:38:20.367,2025-02-24,Day1-TMO-NH-IN,36.19593100,-94.18483800,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,52139.07,0.04,6545.4,213,37240,92,26.9,64QAM,4,2,0.037558686,0.0046948357,0,Capacity,Downlink,Completed
2025-02-24 18:38:20.864,2025-02-24,Day1-TMO-NH-IN,36.19593100,-94.18483800,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,99527.96,0.073,6832.4,492,94116,170,25.5,64QAM,4,2,0.06846473,0.0093361,0.0031120332,Capacity,Downlink,Completed
2025-02-24 18:38:21.368,2025-02-24,Day1-TMO-NH-IN,36.19591900,-94.18481300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,97836.1,0.051999997,6481.7,505,98908,173,24.6,64QAM,4,2,0.045816734,0.0069721118,0.000996016,Capacity,Downlink,Completed
2025-02-24 18:38:21.835,2025-02-24,Day1-TMO-NH-IN,36.19591900,-94.18481300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,85107.44,0.03,6702.5,394,73916,169,25.4,64QAM,4,2,0.045691907,0.002610966,0,Capacity,Downlink,Completed
2025-02-24 18:38:22.342,2025-02-24,Day1-TMO-NH-IN,36.19589700,-94.18479700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,61229.953,0.051999997,6064.5,356,60396,160,25.3,64QAM,4,2,0.06666667,0.0044444446,0.0014814815,Capacity,Downlink,Completed
2025-02-24 18:38:22.854,2025-02-24,Day1-TMO-NH-IN,36.19589700,-94.18479700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,103238.875,0.034,7347,479,90748,173,26.9,64QAM,4,2,0.052350428,0.0032051282,0,Capacity,Downlink,Completed
2025-02-24 18:38:23.358,2025-02-24,Day1-TMO-NH-IN,36.19587600,-94.18476700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,40,94683.875,0.075,6773.1,484,91124,171,25.6,64QAM,4,2,0.09100529,0,0,Capacity,Downlink,Completed
