Full Date Time;Date;Time;Collection;Latitude;Longitude;Operator;Technology;Band Number;RAN Configuration;Data Technology;Cell Type;Carrier Index;PCI 5G NR;SSB Index;UL NR-ARFCN;5G NR Net PUSCH Throughput;UL Bandwidth;PUSCH Modulation;Avg PUSCH TB Size;Num PUSCH TBs;PUSCH TB Rate;Avg Num PUSCH RBs per Slot;Num PUSCH RBs;MCS;PUSCH SCS;Num PUSCH Slots;Avg PUSCH Layers;DL Pathloss;PUSCH Tx Power;PUSCH ReTx Rate;Bytes Transferred over PUSCH;Test Name;Direction;Test Status
2025-02-24 18:06:17.198;2025-02-24;18:06:17.198;Day1-TMO-MNO-DEF-IN;36.19582900;-94.18440200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.544;14;;51;1;1.3;12;12;0;15;1;1;;;0;51;Ping;Mixed;Completed
2025-02-24 18:06:17.513;2025-02-24;18:06:17.513;Day1-TMO-MNO-DEF-IN;36.19582900;-94.18440200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;23.064;14;QPSK;50.2;24;76.2;8;200;1;15;24;1;132.4;23.5;0.20799998939037323;1204;Ping;Mixed;Completed
2025-02-24 18:06:18.199;2025-02-24;18:06:18.199;Day1-TMO-MNO-DEF-IN;36.19582800;-94.18439500;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.184;14;;16;1;1.5;4;4;0;15;1;1;134;23.5;0;16;Ping;Mixed;Completed
2025-02-24 18:06:18.478;2025-02-24;18:06:18.478;Day1-TMO-MNO-DEF-IN;36.19582800;-94.18439500;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;22.536;14;QPSK;33.8;25;89.6;6;160;0.9;15;25;1;132;23.5;0.07999999821186066;846;Ping;Mixed;Completed
2025-02-24 18:06:19.199;2025-02-24;18:06:19.199;Day1-TMO-MNO-DEF-IN;36.19582900;-94.18438700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.376;14;;34;1;1.4;8;8;0;15;1;1;;;0;34;Ping;Mixed;Completed
2025-02-24 18:06:19.451;2025-02-24;18:06:19.451;Day1-TMO-MNO-DEF-IN;36.19582900;-94.18438700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;19.112;14;QPSK;32.3;20;79.4;7;132;0.6;15;20;1;130;23.5;0.05000000074505806;646;Ping;Mixed;Completed
2025-02-24 18:06:20.198;2025-02-24;18:06:20.198;Day1-TMO-MNO-DEF-IN;36.19582700;-94.18438800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.168;14;;16;1;1.3;4;4;0;15;1;1;;;0;16;Ping;Mixed;Completed
2025-02-24 18:06:20.501;2025-02-24;18:06:20.501;Day1-TMO-MNO-DEF-IN;36.19582700;-94.18438800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;11.192;14;QPSK;17.5;26;85.8;4;103;0.3;15;26;1;132.3;23.5;0.07699999958276749;456;Ping;Mixed;Completed
2025-02-24 18:06:21.200;2025-02-24;18:06:21.200;Day1-TMO-MNO-DEF-IN;36.19582400;-94.18438700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.392;14;;34;1;1.4;8;8;0;15;1;1;129;23.5;0;34;Ping;Mixed;Completed
2025-02-24 18:06:21.479;2025-02-24;18:06:21.479;Day1-TMO-MNO-DEF-IN;36.19582400;-94.18438700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;14.792;14;QPSK;39.3;14;50.2;7;98;1.2;15;14;1;129.9;23.5;0.07100000232458115;550;Ping;Mixed;Completed
2025-02-24 18:06:22.199;2025-02-24;18:06:22.199;Day1-TMO-MNO-DEF-IN;36.19582600;-94.18438300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.176;14;;16;1;1.4;4;4;0;15;1;1;;;0;16;Ping;Mixed;Completed
2025-02-24 18:06:22.463;2025-02-24;18:06:22.463;Day1-TMO-MNO-DEF-IN;36.19582600;-94.18438300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;29.816;14;QPSK;49.5;26;98.5;9;232;1;15;26;1;129.7;23.5;0.19200000166893005;1288;Ping;Mixed;Completed
2025-02-24 18:06:23.201;2025-02-24;18:06:23.201;Day1-TMO-MNO-DEF-IN;36.19583600;-94.18437600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.368;14;;34;1;1.4;8;8;0;15;1;1;129;23.5;0;34;Ping;Mixed;Completed
2025-02-24 18:06:23.540;2025-02-24;18:06:23.540;Day1-TMO-MNO-DEF-IN;36.19583600;-94.18437600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;14.728;14;QPSK;26.9;24;70.8;5;128;0.8;15;24;1;128;23.5;0.041999999433755875;646;Ping;Mixed;Completed
2025-02-24 18:06:24.199;2025-02-24;18:06:24.199;Day1-TMO-MNO-DEF-IN;36.19584300;-94.18437200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.416;14;;34;1;1.5;8;8;0;15;1;1;;;0;34;Ping;Mixed;Completed
2025-02-24 18:06:24.709;2025-02-24;18:06:24.709;Day1-TMO-MNO-DEF-IN;36.19584300;-94.18437200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;18.64;14;QPSK;31.8;41;80.4;6;256;0.8;15;41;1;128.1;23.5;0.0729999989271164;1304;Capacity;Downlink;Failed
2025-02-24 18:06:25.210;2025-02-24;18:06:25.210;Day1-TMO-MNO-DEF-IN;36.19584400;-94.18437100;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;76.816;14;QPSK;30.1;185;369.3;6;1082;0.8;15;185;1;127.7;23.5;0.1459999978542328;5562;Capacity;Downlink;Failed
2025-02-24 18:06:30.848;2025-02-24;18:06:30.848;Day1-TMO-MNO-DEF-IN;36.19585900;-94.18435200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0;14;;;0;;;0;;;0;;;;;0;Capacity;Uplink;Completed
2025-02-24 18:06:30.879;2025-02-24;18:06:30.879;Day1-TMO-MNO-DEF-IN;36.19585900;-94.18435200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3.096;14;;12;1;32.3;3;3;0;15;1;1;;;0;12;Capacity;Uplink;Completed
2025-02-24 18:06:31.380;2025-02-24;18:06:31.380;Day1-TMO-MNO-DEF-IN;36.19587200;-94.18433900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;183.824;14;QPSK;74.2;170;339.3;15;2474;0.8;15;170;1;126.7;23.5;0.05900000035762787;12620;Capacity;Uplink;Completed
2025-02-24 18:06:31.881;2025-02-24;18:06:31.881;Day1-TMO-MNO-DEF-IN;36.19587200;-94.18433900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;230.552;14;QPSK;49.8;339;676.7;9;3193;0.8;15;339;1;128.4;23.5;0.12999999523162842;16894;Capacity;Uplink;Completed
2025-02-24 18:06:32.385;2025-02-24;18:06:32.385;Day1-TMO-MNO-DEF-IN;36.19588400;-94.18432800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;182.88;14;QPSK;56.3;226;448.4;12;2602;0.7;15;226;1;129.1;23.5;0.09699999541044235;12714;Capacity;Uplink;Completed
2025-02-24 18:06:32.886;2025-02-24;18:06:32.886;Day1-TMO-MNO-DEF-IN;36.19588400;-94.18432800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;66.984;14;QPSK;45;103;205.6;9;895;0.7;15;103;1;132.3;23.5;0.07800000160932541;4637;Capacity;Uplink;Completed
2025-02-24 18:06:33.387;2025-02-24;18:06:33.387;Day1-TMO-MNO-DEF-IN;36.19589400;-94.18431900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;215.888;14;QPSK;57.2;257;513;11;2825;0.8;15;257;1;131.4;23.5;0.08899999409914017;14712;Capacity;Uplink;Completed
2025-02-24 18:06:33.887;2025-02-24;18:06:33.887;Day1-TMO-MNO-DEF-IN;36.19589400;-94.18431900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;125.872;14;QPSK;58.6;160;320;12;1877;0.6;15;160;1;131.3;23.5;0.15000000596046448;9380;Capacity;Uplink;Completed
2025-02-24 18:06:34.365;2025-02-24;18:06:34.365;Day1-TMO-MNO-DEF-IN;36.19590200;-94.18431700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;146.48;14;QPSK;40.5;247;516.7;8;2028;0.6;15;247;1;130.4;23.5;0.10899999737739563;9996;Capacity;Uplink;Completed
2025-02-24 18:06:34.857;2025-02-24;18:06:34.857;Day1-TMO-MNO-DEF-IN;36.19590200;-94.18431700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;221.576;14;QPSK;63.3;238;483.7;12;2932;0.8;15;238;1;131.6;23.5;0.07999999821186066;15064;Capacity;Uplink;Completed
2025-02-24 18:06:35.369;2025-02-24;18:06:35.369;Day1-TMO-MNO-DEF-IN;36.19591200;-94.18432900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;140.6;14;QPSK;57.4;172;336;11;1892;0.8;15;172;1;132.9;23.5;0.08699999749660492;9865;Capacity;Uplink;Completed
2025-02-24 18:06:35.870;2025-02-24;18:06:35.870;Day1-TMO-MNO-DEF-IN;36.19591200;-94.18432900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;145.488;14;QPSK;53.3;197;393.2;10;1966;0.9;15;197;1;130.6;23.5;0.11699999868869781;10509;Capacity;Uplink;Completed
2025-02-24 18:06:36.378;2025-02-24;18:06:36.378;Day1-TMO-MNO-DEF-IN;36.19591900;-94.18431900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;342.68;14;QPSK;102.5;244;480.3;19;4630;0.9;15;244;1;129.8;23.5;0.11899999529123306;25006;Capacity;Uplink;Completed
2025-02-24 18:06:36.879;2025-02-24;18:06:36.879;Day1-TMO-MNO-DEF-IN;36.19591900;-94.18431900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;293.576;14;QPSK;91.3;221;441.1;17;3662;1;15;221;1;129.6;23.5;0.0860000029206276;20171;Capacity;Uplink;Completed
2025-02-24 18:06:37.380;2025-02-24;18:06:37.380;Day1-TMO-MNO-DEF-IN;36.19591900;-94.18430600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;580.576;14;QPSK;103.2;393;784.4;19;7323;0.9;15;393;1;128.3;23.5;0.09699999541044235;40564;Capacity;Uplink;Completed
2025-02-24 18:06:37.881;2025-02-24;18:06:37.881;Day1-TMO-MNO-DEF-IN;36.19591900;-94.18430600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;309.672;14;QPSK;60.8;381;760.5;12;4463;0.7;15;381;1;127.7;23.5;0.1340000033378601;23147;Capacity;Uplink;Completed
2025-02-24 18:06:38.382;2025-02-24;18:06:38.382;Day1-TMO-MNO-DEF-IN;36.19591700;-94.18429300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;171.344;14;QPSK;32.9;378;754.5;6;2421;0.7;15;378;1;129.8;23.5;0.11899999529123306;12428;Capacity;Uplink;Completed
2025-02-24 18:06:38.859;2025-02-24;18:06:38.859;Day1-TMO-MNO-DEF-IN;36.19591700;-94.18429300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;140.696;14;QPSK;43.7;219;459.1;9;1893;0.6;15;219;1;130.3;23.5;0.11899999529123306;9579;Capacity;Uplink;Completed
2025-02-24 18:06:39.360;2025-02-24;18:06:39.360;Day1-TMO-MNO-DEF-IN;36.19591700;-94.18427700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;39.568;14;QPSK;25.1;109;217.6;5;572;0.5;15;109;1;131.6;23.5;0.08300000429153442;2738;Capacity;Uplink;Completed
2025-02-24 18:06:39.861;2025-02-24;18:06:39.861;Day1-TMO-MNO-DEF-IN;36.19591700;-94.18427700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;131.32;14;QPSK;41.9;224;447.1;8;1733;0.9;15;224;1;130.5;23.5;0.10700000077486038;9381;Capacity;Uplink;Completed
2025-02-24 18:06:40.317;2025-02-24;18:06:40.317;Day1-TMO-MNO-DEF-IN;36.19592100;-94.18425600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;224.944;14;QPSK;38.1;385;844.4;7;2837;0.7;15;385;1;130.8;23.5;0.12999999523162842;14687;Capacity;Uplink;Completed
2025-02-24 18:06:40.818;2025-02-24;18:06:40.818;Day1-TMO-MNO-DEF-IN;36.19592100;-94.18425600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;45.024;14;QPSK;26.7;123;245.5;5;660;0.7;15;123;1;131.9;23.5;0.11399999260902405;3284;Capacity;Uplink;Completed
2025-02-24 18:06:41.319;2025-02-24;18:06:41.319;Day1-TMO-MNO-DEF-IN;36.19592700;-94.18424300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;83.592;14;QPSK;46.4;129;257.5;9;1117;0.9;15;129;1;131.4;23.5;0.11600000411272049;5986;Capacity;Uplink;Completed
2025-02-24 18:06:46.926;2025-02-24;18:06:46.926;Day1-TMO-MNO-DEF-IN;36.19592800;-94.18413400;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0;14;;;0;;;0;;;0;;;;;0;Ping;Mixed;Completed
2025-02-24 18:06:46.960;2025-02-24;18:06:46.960;Day1-TMO-MNO-DEF-IN;36.19592800;-94.18413400;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3.768;14;;16;1;29.4;4;4;0;15;1;1;129;23.5;0;16;Ping;Mixed;Completed
2025-02-24 18:06:47.278;2025-02-24;18:06:47.278;Day1-TMO-MNO-DEF-IN;36.19592800;-94.18410600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;15.04;14;QPSK;26.6;28;88;5;137;1;15;28;1;130;23.5;0.17899999022483826;746;Ping;Mixed;Completed
2025-02-24 18:06:47.961;2025-02-24;18:06:47.961;Day1-TMO-MNO-DEF-IN;36.19592800;-94.18410600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3.464;14;QPSK;19.7;15;22;4;56;1;15;15;1;131.2;23.5;0;296;Ping;Mixed;Completed
2025-02-24 18:06:48.369;2025-02-24;18:06:48.369;Day1-TMO-MNO-DEF-IN;36.19592800;-94.18408200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;10.472;14;QPSK;25.8;22;53.9;5;116;0.6;15;22;1;131.2;23.5;0.04500000178813934;568;Ping;Mixed;Completed
2025-02-24 18:06:48.982;2025-02-24;18:06:48.982;Day1-TMO-MNO-DEF-IN;36.19592800;-94.18408200;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.864;14;;66;1;1.6;12;12;1;15;1;1;128;23.5;0;66;Ping;Mixed;Completed
2025-02-24 18:06:49.222;2025-02-24;18:06:49.222;Day1-TMO-MNO-DEF-IN;36.19593600;-94.18405300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;13.864;14;QPSK;27.1;17;70.8;5;86;0.8;15;17;1;128.9;23.5;0.05900000035762787;460;Ping;Mixed;Completed
2025-02-24 18:06:49.960;2025-02-24;18:06:49.960;Day1-TMO-MNO-DEF-IN;36.19593600;-94.18405300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.48;14;;44;1;1.4;8;8;1;15;1;1;128;23.5;0;44;Ping;Mixed;Completed
2025-02-24 18:06:50.200;2025-02-24;18:06:50.200;Day1-TMO-MNO-DEF-IN;36.19594500;-94.18403500;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;21.968;14;QPSK;38.3;19;79.2;8;152;0.5;15;19;1;128.9;23.5;0.10499999672174454;727;Ping;Mixed;Completed
2025-02-24 18:06:50.960;2025-02-24;18:06:50.960;Day1-TMO-MNO-DEF-IN;36.19594500;-94.18403500;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.296;14;QPSK;28;1;1.3;4;4;2;15;1;1;128;23.5;0;28;Ping;Mixed;Completed
2025-02-24 18:06:51.218;2025-02-24;18:06:51.218;Day1-TMO-MNO-DEF-IN;36.19594100;-94.18402000;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;23.936;14;QPSK;45.1;19;73.6;8;145;1.1;15;19;1;127.5;23.5;0.05300000309944153;856;Ping;Mixed;Completed
2025-02-24 18:06:51.960;2025-02-24;18:06:51.960;Day1-TMO-MNO-DEF-IN;36.19594100;-94.18402000;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.552;14;;51;1;1.3;12;12;0;15;1;1;130;23.5;0;51;Ping;Mixed;Completed
2025-02-24 18:06:52.227;2025-02-24;18:06:52.227;Day1-TMO-MNO-DEF-IN;36.19593000;-94.18400900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;14.68;14;QPSK;30.8;17;63.7;6;101;0.9;15;17;1;130;23.5;0.05900000035762787;524;Ping;Mixed;Completed
2025-02-24 18:06:52.960;2025-02-24;18:06:52.960;Day1-TMO-MNO-DEF-IN;36.19593000;-94.18400900;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.44;14;QPSK;40;1;1.4;6;6;2;15;1;1;126;23.5;0;40;Ping;Mixed;Completed
2025-02-24 18:06:53.209;2025-02-24;18:06:53.209;Day1-TMO-MNO-DEF-IN;36.19591300;-94.18399600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;21.4;14;QPSK;43.1;17;68.3;8;133;1.1;15;17;1;126.7;23.5;0.05900000035762787;732;Ping;Mixed;Completed
2025-02-24 18:06:53.962;2025-02-24;18:06:53.962;Day1-TMO-MNO-DEF-IN;36.19591300;-94.18399600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.464;14;;44;1;1.3;8;8;1;15;1;1;125;23.5;0;44;Ping;Mixed;Completed
2025-02-24 18:06:54.223;2025-02-24;18:06:54.223;Day1-TMO-MNO-DEF-IN;36.19589900;-94.18398600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;30.624;14;QPSK;71.4;15;57.5;6;83;5.4;15;15;1;125.6;23.4;0.06700000166893005;1071;Ping;Mixed;Completed
2025-02-24 18:06:54.961;2025-02-24;18:06:54.961;Day1-TMO-MNO-DEF-IN;36.19589900;-94.18398600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.304;14;QPSK;28;1;1.4;4;4;2;15;1;1;131;23.5;0;28;Ping;Mixed;Completed
2025-02-24 18:06:55.219;2025-02-24;18:06:55.219;Day1-TMO-MNO-DEF-IN;36.19589700;-94.18397800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;22.824;14;QPSK;38.5;23;89.1;7;168;1;15;23;1;131.3;23.5;0.12999999523162842;885;Ping;Mixed;Completed
2025-02-24 18:06:55.981;2025-02-24;18:06:55.981;Day1-TMO-MNO-DEF-IN;36.19589700;-94.18397800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.36;14;;34;1;1.3;8;8;0;15;1;1;131;23.5;0;34;Ping;Mixed;Completed
2025-02-24 18:06:56.482;2025-02-24;18:06:56.482;Day1-TMO-MNO-DEF-IN;36.19590400;-94.18397100;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;65.584;14;QPSK;70.9;60;119.8;14;810;1.1;15;60;1;131.5;23.5;0.032999999821186066;4252;Capacity;Downlink;Completed
2025-02-24 18:06:56.983;2025-02-24;18:06:56.983;Day1-TMO-MNO-DEF-IN;36.19590400;-94.18397100;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;311.224;14;QPSK;158.5;136;271.5;26;3502;2.4;15;136;1;127.8;23.4;0.08100000023841858;21553;Capacity;Downlink;Completed
2025-02-24 18:06:57.484;2025-02-24;18:06:57.484;Day1-TMO-MNO-DEF-IN;36.19589900;-94.18395000;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;582.448;14;QPSK;147.4;275;548.9;24;6572;2;15;275;1;126;23.5;0.09100000560283661;40533;Capacity;Downlink;Completed
2025-02-24 18:06:57.985;2025-02-24;18:06:57.985;Day1-TMO-MNO-DEF-IN;36.19589900;-94.18395000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;630.256;14;QPSK;113.1;397;792.4;23;9321;0.4;15;397;1;126.4;23.5;0.09800000488758087;44911;Capacity;Downlink;Completed
2025-02-24 18:06:58.486;2025-02-24;18:06:58.486;Day1-TMO-MNO-DEF-IN;36.19588500;-94.18393800;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;731.488;14;QPSK;136.1;372;742.5;26;9506;0.8;15;372;1;127.8;23.5;0.08899999409914017;50642;Capacity;Downlink;Completed
2025-02-24 18:06:58.987;2025-02-24;18:06:58.987;Day1-TMO-MNO-DEF-IN;36.19588500;-94.18393800;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;594.088;14;QPSK;120.8;353;704.6;22;7754;0.8;15;353;1;128;23.5;0.1080000028014183;42647;Capacity;Downlink;Completed
2025-02-24 18:06:59.488;2025-02-24;18:06:59.488;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;375.64;14;QPSK;78.3;325;648.7;17;5480;0.4;15;325;1;126.8;23.5;0.07699999958276749;25455;Capacity;Downlink;Completed
2025-02-24 18:06:59.989;2025-02-24;18:06:59.989;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;456.6;14;QPSK;92;349;696.6;19;6783;0.4;15;349;1;124;23.5;0.09699999541044235;32118;Capacity;Downlink;Completed
2025-02-24 18:07:00.490;2025-02-24;18:07:00.490;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;259.784;14;QPSK;58.2;332;662.8;13;4150;0.4;15;332;1;124;23.5;0.12700000405311584;19328;Capacity;Downlink;Completed
2025-02-24 18:07:00.991;2025-02-24;18:07:00.991;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;449.944;14;QPSK;78.8;397;792.3;17;6698;0.4;15;397;1;123.2;23.5;0.09300000220537186;31279;Capacity;Downlink;Completed
2025-02-24 18:07:01.492;2025-02-24;18:07:01.492;Day1-TMO-MNO-DEF-IN;36.19588000;-94.18393400;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;357.048;14;QPSK;71;365;728.5;15;5597;0.4;15;365;1;123.7;23.5;0.1119999960064888;25905;Capacity;Downlink;Completed
2025-02-24 18:07:01.993;2025-02-24;18:07:01.993;Day1-TMO-MNO-DEF-IN;36.19588000;-94.18393400;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;546.064;14;QPSK;100.6;370;738.6;19;7016;0.7;15;370;1;124.9;23.5;0.0729999989271164;37213;Capacity;Downlink;Completed
2025-02-24 18:07:02.494;2025-02-24;18:07:02.494;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1408.368;14;QPSK;257.8;376;750.5;27;10161;3.2;15;376;1;125.3;23.5;0.0819999948143959;96948;Capacity;Downlink;Completed
2025-02-24 18:07:02.995;2025-02-24;18:07:02.995;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1656.904;14;QPSK;327.4;359;716.6;32;11420;3.6;15;359;1;128.2;23.5;0.10600000619888306;117553;Capacity;Downlink;Completed
2025-02-24 18:07:03.496;2025-02-24;18:07:03.496;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1668.232;14;QPSK;314.6;367;732.6;31;11554;3.3;15;367;1;133.5;23.5;0.08699999749660492;115464;Capacity;Downlink;Completed
2025-02-24 18:07:03.997;2025-02-24;18:07:03.997;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393500;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1210.408;14;QPSK;244.7;352;702.6;29;10286;2.5;15;352;1;129.2;23.5;0.12200000137090683;86131;Capacity;Downlink;Completed
2025-02-24 18:07:04.498;2025-02-24;18:07:04.498;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393600;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1032.848;14;QPSK;236.1;313;624.7;28;8768;2.1;15;313;1;124.7;23.5;0.11500000208616257;73884;Capacity;Downlink;Completed
2025-02-24 18:07:04.999;2025-02-24;18:07:04.999;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393600;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;606.512;14;QPSK;129;324;646.7;22;7239;0.9;15;324;1;126.6;23.5;0.09600000083446503;41795;Capacity;Downlink;Completed
2025-02-24 18:07:05.500;2025-02-24;18:07:05.500;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393600;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;469.888;14;QPSK;96.3;358;714.6;19;6719;0.5;15;358;1;129.1;23.5;0.12800000607967377;34479;Capacity;Downlink;Completed
2025-02-24 18:07:06.001;2025-02-24;18:07:06.001;Day1-TMO-MNO-DEF-IN;36.19588100;-94.18393600;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;258.84;14;QPSK;58.3;312;622.7;12;3759;0.4;15;312;1;129.5;23.5;0.10899999737739563;18181;Capacity;Downlink;Completed
2025-02-24 18:07:06.501;2025-02-24;18:07:06.501;Day1-TMO-MNO-DEF-IN;36.19589000;-94.18394600;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;442.608;14;QPSK;74.7;413;826;15;6225;0.5;15;413;1;130.1;23.5;0.10199999809265137;30855;Capacity;Downlink;Completed
2025-02-24 18:07:12.265;2025-02-24;18:07:12.265;Day1-TMO-MNO-DEF-IN;36.19591800;-94.18394700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;38.824;14;QPSK;46.6;58;115.1;8;484;1.1;15;58;1;131.2;23.5;0.0860000029206276;2703;Capacity;Uplink;Completed
