Time,Collection,Latitude,Longitude,SSID,BSSID,Frequency,RSSI,Link Speed,Technology Band,Status
2025-02-24 22:42:39.727,Day1-WIFI-IN,36.19615300,-94.18479300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-70,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:40.735,Day1-WIFI-IN,36.19615200,-94.18479500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-70,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:41.756,Day1-WIFI-IN,36.19615100,-94.18479500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-70,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:42.775,Day1-WIFI-IN,36.19614900,-94.18479500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-75,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:43.788,Day1-WIFI-IN,36.19614700,-94.18479500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-75,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:44.807,Day1-WIFI-IN,36.19614800,-94.18479500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-75,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:44.913,Day1-WIFI-IN,36.19614800,-94.18479500,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-75,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:45.820,Day1-WIFI-IN,36.19614800,-94.18479500,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-62,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:46.848,Day1-WIFI-IN,36.19614100,-94.18479500,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-62,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:47.861,Day1-WIFI-IN,36.19613200,-94.18480000,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-62,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:48.870,Day1-WIFI-IN,36.19612300,-94.18480500,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-71,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:49.879,Day1-WIFI-IN,36.19611300,-94.18481000,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-71,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:50.894,Day1-WIFI-IN,36.19610600,-94.18481100,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-71,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:51.906,Day1-WIFI-IN,36.19610300,-94.18481000,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-71,86,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:52.917,Day1-WIFI-IN,36.19610300,-94.18480900,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-71,86,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:53.928,Day1-WIFI-IN,36.19609400,-94.18480700,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-71,86,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:54.985,Day1-WIFI-IN,36.19607900,-94.18480000,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-70,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:56.004,Day1-WIFI-IN,36.19607000,-94.18479000,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-70,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:57.061,Day1-WIFI-IN,36.19605200,-94.18478400,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-70,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:58.075,Day1-WIFI-IN,36.19602300,-94.18477200,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-75,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:59.084,Day1-WIFI-IN,36.19600700,-94.18476500,"""Walmartwifi""",d4:20:b0:d6:e8:1e,5540,-75,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:43:00.074,Day1-WIFI-IN,36.19598000,-94.18475700,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-75,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:00.089,Day1-WIFI-IN,36.19598000,-94.18475700,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-75,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:01.098,Day1-WIFI-IN,36.19593400,-94.18473000,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-55,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:02.112,Day1-WIFI-IN,36.19591300,-94.18471400,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-55,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:03.120,Day1-WIFI-IN,36.19589600,-94.18470100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-55,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:04.129,Day1-WIFI-IN,36.19588100,-94.18469100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-57,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:05.136,Day1-WIFI-IN,36.19586500,-94.18467500,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-57,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:06.264,Day1-WIFI-IN,36.19586300,-94.18466300,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-57,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:07.279,Day1-WIFI-IN,36.19585900,-94.18465600,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:08.293,Day1-WIFI-IN,36.19584500,-94.18464000,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:09.315,Day1-WIFI-IN,36.19581600,-94.18461600,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:10.327,Day1-WIFI-IN,36.19581300,-94.18461900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:11.331,Day1-WIFI-IN,36.19581600,-94.18460900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:12.347,Day1-WIFI-IN,36.19581300,-94.18460200,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:13.362,Day1-WIFI-IN,36.19582400,-94.18458700,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:14.374,Day1-WIFI-IN,36.19581900,-94.18456700,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:15.386,Day1-WIFI-IN,36.19580000,-94.18453000,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-58,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:16.396,Day1-WIFI-IN,36.19579700,-94.18450600,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-60,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:17.424,Day1-WIFI-IN,36.19578100,-94.18448800,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-60,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:18.437,Day1-WIFI-IN,36.19578000,-94.18448200,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-60,206,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:19.446,Day1-WIFI-IN,36.19578600,-94.18447100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-61,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:20.495,Day1-WIFI-IN,36.19579000,-94.18445900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-61,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:21.536,Day1-WIFI-IN,36.19579000,-94.18445100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-61,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:22.544,Day1-WIFI-IN,36.19579900,-94.18443700,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-66,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:23.567,Day1-WIFI-IN,36.19579600,-94.18442500,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-66,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:24.578,Day1-WIFI-IN,36.19579400,-94.18442600,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-66,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:25.604,Day1-WIFI-IN,36.19579800,-94.18443100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-67,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:26.617,Day1-WIFI-IN,36.19580000,-94.18443000,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-67,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:27.633,Day1-WIFI-IN,36.19580100,-94.18443000,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-67,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:28.659,Day1-WIFI-IN,36.19580200,-94.18443200,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-68,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:29.668,Day1-WIFI-IN,36.19580200,-94.18443000,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-68,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:30.691,Day1-WIFI-IN,36.19580400,-94.18442500,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-68,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:31.701,Day1-WIFI-IN,36.19580500,-94.18442500,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-65,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:32.716,Day1-WIFI-IN,36.19580300,-94.18442400,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-65,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:33.729,Day1-WIFI-IN,36.19580200,-94.18442300,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-65,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:34.741,Day1-WIFI-IN,36.19580300,-94.18442300,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-68,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:35.749,Day1-WIFI-IN,36.19580300,-94.18441500,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-68,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:36.770,Day1-WIFI-IN,36.19580300,-94.18441100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-68,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:37.795,Day1-WIFI-IN,36.19580400,-94.18440900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:38.810,Day1-WIFI-IN,36.19580400,-94.18440800,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:39.822,Day1-WIFI-IN,36.19580500,-94.18440700,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:40.840,Day1-WIFI-IN,36.19580500,-94.18440600,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,86,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:41.854,Day1-WIFI-IN,36.19580600,-94.18440500,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,86,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:42.876,Day1-WIFI-IN,36.19580700,-94.18440300,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,86,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:43.900,Day1-WIFI-IN,36.19580800,-94.18440200,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:44.913,Day1-WIFI-IN,36.19580900,-94.18440200,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:45.927,Day1-WIFI-IN,36.19580900,-94.18440100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-69,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:46.934,Day1-WIFI-IN,36.19581000,-94.18440100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-70,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:47.965,Day1-WIFI-IN,36.19581100,-94.18439600,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-70,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:49.015,Day1-WIFI-IN,36.19581700,-94.18437300,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-70,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:50.047,Day1-WIFI-IN,36.19581500,-94.18433900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-71,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:51.071,Day1-WIFI-IN,36.19581400,-94.18429900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-71,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:52.095,Day1-WIFI-IN,36.19582100,-94.18426800,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:53.107,Day1-WIFI-IN,36.19582300,-94.18422200,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:54.121,Day1-WIFI-IN,36.19582200,-94.18419900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:55.141,Day1-WIFI-IN,36.19582500,-94.18417000,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:56.154,Day1-WIFI-IN,36.19582400,-94.18415800,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:57.178,Day1-WIFI-IN,36.19582500,-94.18414900,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:58.199,Day1-WIFI-IN,36.19582500,-94.18414200,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,51,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:43:59.213,Day1-WIFI-IN,36.19582600,-94.18413700,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,51,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:44:00.232,Day1-WIFI-IN,36.19583200,-94.18413100,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-73,51,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:44:01.242,Day1-WIFI-IN,36.19583400,-94.18412800,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-75,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:44:02.250,Day1-WIFI-IN,36.19583200,-94.18411600,"""Walmartwifi""",d4:20:b0:d6:ed:17,2462,-75,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:44:08.401,Day1-WIFI-IN,36.19585900,-94.18399500,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-53,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:09.420,Day1-WIFI-IN,36.19585900,-94.18398700,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-53,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:10.432,Day1-WIFI-IN,36.19585800,-94.18398100,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-58,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:11.460,Day1-WIFI-IN,36.19585800,-94.18397900,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-58,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:12.483,Day1-WIFI-IN,36.19586300,-94.18395500,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-58,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:13.503,Day1-WIFI-IN,36.19587500,-94.18389700,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-61,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:14.518,Day1-WIFI-IN,36.19588300,-94.18386800,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-61,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:15.530,Day1-WIFI-IN,36.19588200,-94.18385700,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-61,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:16.537,Day1-WIFI-IN,36.19588000,-94.18384400,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-62,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:17.554,Day1-WIFI-IN,36.19588600,-94.18382200,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-62,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:18.581,Day1-WIFI-IN,36.19589000,-94.18380300,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-62,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:19.591,Day1-WIFI-IN,36.19589100,-94.18379400,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-65,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:20.602,Day1-WIFI-IN,36.19589300,-94.18378500,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-65,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:21.617,Day1-WIFI-IN,36.19589600,-94.18376600,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-65,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:22.637,Day1-WIFI-IN,36.19590000,-94.18375400,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-66,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:23.650,Day1-WIFI-IN,36.19590300,-94.18373900,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-66,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:24.671,Day1-WIFI-IN,36.19590100,-94.18372400,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-66,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:25.686,Day1-WIFI-IN,36.19590000,-94.18370600,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-72,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:26.735,Day1-WIFI-IN,36.19590300,-94.18368300,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-72,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:27.746,Day1-WIFI-IN,36.19590100,-94.18363900,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-72,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:28.795,Day1-WIFI-IN,36.19589700,-94.18361900,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-70,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:29.810,Day1-WIFI-IN,36.19589300,-94.18359000,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-70,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:30.827,Day1-WIFI-IN,36.19589300,-94.18357800,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-70,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:31.852,Day1-WIFI-IN,36.19589200,-94.18357000,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-73,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:32.873,Day1-WIFI-IN,36.19588800,-94.18356200,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-73,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:33.893,Day1-WIFI-IN,36.19588400,-94.18355700,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-73,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:34.912,Day1-WIFI-IN,36.19588600,-94.18355200,"""Walmartwifi""",d4:20:b0:e2:4a:9e,5825,-75,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:43.121,Day1-WIFI-IN,36.19586200,-94.18340700,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-45,286,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:44.126,Day1-WIFI-IN,36.19587200,-94.18335700,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-45,286,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:45.136,Day1-WIFI-IN,36.19589300,-94.18332700,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-45,286,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:46.141,Day1-WIFI-IN,36.19589700,-94.18331500,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-45,286,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:47.154,Day1-WIFI-IN,36.19589800,-94.18331600,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-54,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:48.168,Day1-WIFI-IN,36.19589500,-94.18331300,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-54,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:49.174,Day1-WIFI-IN,36.19589200,-94.18331200,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-54,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:50.192,Day1-WIFI-IN,36.19590000,-94.18331900,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-57,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:51.204,Day1-WIFI-IN,36.19590600,-94.18332200,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-57,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:52.213,Day1-WIFI-IN,36.19591300,-94.18333400,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-57,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:53.248,Day1-WIFI-IN,36.19591700,-94.18333900,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-60,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:54.255,Day1-WIFI-IN,36.19593000,-94.18334600,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-60,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:55.264,Day1-WIFI-IN,36.19594300,-94.18335100,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-60,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:56.274,Day1-WIFI-IN,36.19595700,-94.18335800,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-63,129,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:57.285,Day1-WIFI-IN,36.19596900,-94.18336200,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-63,129,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:58.299,Day1-WIFI-IN,36.19597900,-94.18336500,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-63,129,WiFi (5 GHz),CONNECTED
2025-02-24 22:44:59.309,Day1-WIFI-IN,36.19597900,-94.18336100,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-64,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:00.320,Day1-WIFI-IN,36.19597900,-94.18335900,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-64,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:01.343,Day1-WIFI-IN,36.19597900,-94.18335700,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-64,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:02.369,Day1-WIFI-IN,36.19597700,-94.18335900,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-65,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:03.389,Day1-WIFI-IN,36.19598300,-94.18336500,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-65,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:04.441,Day1-WIFI-IN,36.19598300,-94.18336400,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-65,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:05.448,Day1-WIFI-IN,36.19599000,-94.18335500,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-67,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:06.455,Day1-WIFI-IN,36.19599700,-94.18335400,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-67,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:07.482,Day1-WIFI-IN,36.19599400,-94.18336000,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-67,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:08.511,Day1-WIFI-IN,36.19599300,-94.18336400,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-69,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:09.515,Day1-WIFI-IN,36.19599600,-94.18336300,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-69,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:10.520,Day1-WIFI-IN,36.19601800,-94.18335500,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-70,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:11.535,Day1-WIFI-IN,36.19602400,-94.18335400,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-70,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:12.557,Day1-WIFI-IN,36.19602500,-94.18335400,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-70,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:13.596,Day1-WIFI-IN,36.19602800,-94.18335600,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-72,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:14.601,Day1-WIFI-IN,36.19603200,-94.18335300,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-72,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:15.269,Day1-WIFI-IN,36.19604500,-94.18335900,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-72,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:15.613,Day1-WIFI-IN,36.19604500,-94.18335900,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-72,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:16.629,Day1-WIFI-IN,36.19605400,-94.18335900,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-72,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:17.661,Day1-WIFI-IN,36.19607400,-94.18335200,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-72,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:45:18.688,Day1-WIFI-IN,36.19608100,-94.18335300,"""Walmartwifi""",d4:20:b0:e2:46:de,5765,-72,137,WiFi (5 GHz),CONNECTED
